| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ebidensya | ebidensya | Borrowing from English *evidence* (via Spanish *evidencia*); fully nativized in legal and journalistic registers | evidence | *Ebidensya* is the standard term in legal and journalistic contexts for evidence used to evaluate the truth of claims or the guilt or innocence of persons (*walang ebidensya* — "no evidence"). It is more specifically legal-procedural in connotation than *pruweba* and is the expected term in courtroom and investigative discourse. More domain-specific than *pruweba* and more formal in register. | [CORE] |
| akma | akma | Root *akma*; indigenous Tagalog; core meaning is fit, suited, matching | fitting, appropriate, accurate (of a match or fit), suitable | *Akma* evaluates whether something corresponds correctly to a standard, requirement, or other item — a translation that is accurate, a size that fits, or a description that matches reality. *Akma ang paglalarawan* means "the description is accurate/fitting." It is used in aesthetic, practical, and evaluative contexts. | [CORE] |
| angkop | angkop | Root *angkop*; indigenous Tagalog; meaning centers on suitability and appropriateness | appropriate, suitable, fitting, proper | *Angkop* evaluates whether something is appropriate or suitable to a context, standard, or purpose. It is used in moral, aesthetic, and practical evaluations (*angkop na pag-uugali* — "appropriate behavior"). It overlaps with *akma* but tends more toward normative appropriateness than physical or descriptive fit. | [CORE] |
| tumpak | tumpak | Root *tumpak*; indigenous Tagalog; core meaning is precise, exact, hitting the mark | precise, exact, accurate, spot-on | *Tumpak* emphasizes precision and exactness, used to evaluate statements, translations, measurements, or descriptions that hit the mark exactly. *Tumpak ang sinabi mo* means "What you said is exactly right/precise." It is stronger than *tama* in implying exactness rather than mere correctness. | [CORE] |
| sigurado | sigurado | From Spanish *seguro*; "sure, certain, secure" | sure, certain, definite, reliable | *Sigurado* is used to evaluate the certainty of a claim or the reliability of a person or thing. *Sigurado ka ba?* means "Are you sure?" It is used both as a predicate adjective and as a discourse marker of epistemic certainty. It is fully integrated into colloquial and formal Tagalog. | [CORE] |
| lehitimasyon | lehitimasyon | From Spanish/English *legitimación/legitimation*; the process of establishing legitimacy | legitimation, legitimization | *Lehitimasyon* appears in legal and political discourse to refer to the process by which a claim, status, or authority is formally established as legitimate. It is a domain-specific term found primarily in legal documents and academic writing rather than everyday speech. | [MARGINAL] |
| dalisay | dalisay | Root form | pure, unadulterated, genuine, uncontaminated | Used to evaluate substances, emotions, or intentions as pure and unmixed, e.g., *dalisay na ginto* ("pure gold"), *dalisay na puso* ("pure heart"). In philosophical and religious discourse it can carry a sense of moral or ontological purity. | [CORE] |
| perpekto | perpekto | From Spanish *perfecto* | perfect, flawless, exact | Used to evaluate objects, performances, or reproductions as without flaw or as exactly matching a standard, e.g., *perpektong kopya* ("perfect copy"), *perpektong sagot* ("perfect answer"). Common in everyday and aesthetic evaluation. | [CORE] |
| eksakto | eksakto | From Spanish *exacto* | exact, precise, accurate | Used to evaluate measurements, statements, or reproductions as precisely accurate, e.g., *eksakto ang oras* ("the time is exact/precise"). Common in everyday and technical discourse. | [CORE] |
| eksaktong-eksakto | eksaktong-eksakto | Reduplication of *eksakto* (from Spanish *exacto*); intensified "exact" | exactly right, precisely accurate, spot-on | Intensified form used to assert that something matches a standard, measurement, or description with complete precision, e.g., *eksaktong-eksakto ang sukat* ("the measurement is exactly right"). The reduplication pattern is productive in Tagalog for intensification. | [CORE] |
| tamà o malî | tamà o malî | *tama* (correct/right) + *o* (or) + *mali* (wrong/incorrect) | right or wrong, correct or incorrect | A fixed paired expression used in evaluative contexts, particularly in moral reasoning and test/examination discourse, e.g., *tamà o malî ang ginawa niya?* ("Was what he did right or wrong?"). Functions as a conventionalized binary framing for evaluation. | [CORE] |
| huwad na | huwad na | *huwad* (fake/counterfeit) + *na* (already; now; marker of changed state) | it turns out to be fake, proven fake, now known to be counterfeit | Fixed predicate expression used to assert that something has been determined or revealed to be fake or counterfeit, e.g., *huwad na ang dokumento* ("the document has been found to be fake"). The particle *na* marks the evaluation as a conclusion reached. | [CORE] |
| di-mapagkakatiwalaan | di-mapagkakatiwalaan | *di-* (negation) + *mapagkakatiwalaan* (trustworthy); "not trustworthy" | untrustworthy, unreliable, not to be trusted | Negative counterpart of *mapagkakatiwalaan*, used to evaluate persons, sources, or institutions as lacking in reliability or credibility, e.g., *di-mapagkakatiwalaang saksi* ("unreliable witness"). The *di-* negation prefix is productive and standard. | [CORE] |
| huwag-huwaran | huwag-huwaran | *huwad* + reduplication/derivation pattern; "something made to imitate" | imitation, replica, counterfeit (object) | Refers to an object made to resemble another, with connotations of inauthenticity. Less common than *huwad* alone and more specifically nominal. Marks the object as a deliberate imitation rather than the act of faking. | [UNCERTAIN] |
