# F4 Construction Table — Hebrew (he)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **MULTI-WORD: FACT** | על פי העובדות | al pi ha-uvdot | according to the facts | Prepositional phrase indicating basis in facts for claims or judgments. | [CORE] |
| **MULTI-WORD: FACT** | עובדה ידועה | uvdah yedu'ah | well-known fact | Collocation with participle "known" for facts of common knowledge. | [CORE] |
| **MULTI-WORD: CERTAINTY** | ודאי ש... | vadai she... | certainly..., it's certain that... | Construction with complementizer expressing high certainty about following clause. | [CORE] |
| **MULTI-WORD: CERTAINTY** | לא ודאי | lo vadai | not certain, uncertain | Negated form for expressing uncertainty or lack of definiteness. | [CORE] |
| **MULTI-WORD: CERTAINTY** | אני בטוח | ani batuakh | I'm sure, I'm certain | Extremely common construction with first person pronoun for expressing confidence. Used constantly in conversation. | [CORE] |
| **MULTI-WORD: CERTAINTY** | אתה בטוח? | atah batuakh? | are you sure? | Interrogative construction seeking confirmation of certainty. Very common. | [CORE] |
| **MULTI-WORD: CERTAINTY** | בטוח ש... | batuakh she... | sure that..., certain that... | Construction with complementizer expressing certainty about a proposition. | [CORE] |
| **MULTI-WORD: CERTAINTY** | לא בטוח | lo batuakh | not sure, uncertain | Negated form for expressing uncertainty. Very common in hedging. | [CORE] |
| **MULTI-WORD: CERTAINTY** | בטוח לגמרי | batuakh le-gamrei | completely sure, absolutely certain | Intensified construction emphasizing full certainty. | [CORE] |
| **MULTI-WORD: DOUBT** | אין ספק | ein safek | no doubt, undoubtedly | Fixed negative expression asserting absence of doubt. Very common for emphatic certainty. | [CORE] |
| **MULTI-WORD: DOUBT** | יש ספק | yesh safek | there is doubt | Existential construction asserting presence of doubt or uncertainty. | [CORE] |
| **MULTI-WORD: DOUBT** | בלי ספק | bli safek | without doubt, undoubtedly | Prepositional phrase functioning as adverb, expressing certainty. Very common. | [CORE] |
| **MULTI-WORD: DOUBT** | ספק אם... | safek im... | doubtful whether..., it's uncertain if... | Construction with conditional particle expressing doubt about a possibility. | [CORE] |
| **MULTI-WORD: DOUBT** | להטיל ספק | lehatil safek | to cast doubt, to raise doubt | Verbal construction with "cast/throw" for introducing doubt about something. | [CORE] |
| **MULTI-WORD: DOUBT** | להסיר ספק | lehasir safek | to remove doubt, to dispel doubt | Verbal construction with "remove" for eliminating uncertainty. | [CORE] |
| **MULTI-WORD: DUBIOUS** | מקור מפוקפק | makor mefukpak | dubious source, questionable source | Collocation with "source" for evaluating credibility negatively. | [CORE] |
| **MULTI-WORD: DUBIOUS** | טענה מפוקפקת | ta'anah mefukpeket | dubious claim, questionable assertion | Collocation with "claim" for expressing skepticism about an assertion. | [CORE] |
| **MULTI-WORD: ESSENCE** | מהות הדבר | mahut ha-davar | the essence of the matter, the nature of the thing | Construction with definite "thing/matter" for referring to essential nature. Common in philosophical discourse. | [CORE] |
| **MULTI-WORD: ESSENCE** | מהות האמת | mahut ha-emet | the essence of truth, the nature of truth | Philosophical construction inquiring into the essential nature of truth itself. | [CORE] |
| **MULTI-WORD: FORGERY ACTION** | זיוף מסמכים | ziyuf mismakhim | forgery of documents, document falsification | Legal collocation with "documents" for the crime of falsifying documents. | [CORE] |
| **MULTI-WORD: FORGERY ACTION** | זיוף כסף | ziyuf kesef | counterfeiting money | Legal collocation for the crime of producing fake currency. | [CORE] |
