| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ukweli wa jambo | ukweli wa jambo | *ukweli* (truth) + *wa* (of) + *jambo* (matter, thing, affair) | the truth of the matter; the facts of the case | Used in legal, investigative, and deliberative contexts to refer to the actual facts underlying a situation or dispute. Common in formal discourse and journalism. | [CORE] |
| ukweli unajulikana | ukweli unajulikana | *ukweli* (truth) + *u-na-julikana* (it-PRES-be.known, "it is known") | the truth is known; the truth comes out | Used in narrative and argumentative contexts to assert that facts have been or will be established. Common in legal and journalistic discourse. | [CORE] |
| ukweli daima hushinda | ukweli daima hushinda | *ukweli* (truth) + *daima* (always) + *hu-shinda* (HAB-prevail/win) | truth always prevails; truth always wins | A proverbial expression used in moral and religious discourse to assert the ultimate triumph of truth over falsehood. Appears in sermons, moral instruction, and political rhetoric. | [CORE] |
| ukweli ni silaha | ukweli ni silaha | *ukweli* (truth) + *ni* (is) + *silaha* (weapon) | truth is a weapon | A metaphorical expression used in political, activist, and rhetorical discourse to characterize truth-telling as a means of power or resistance. | [MARGINAL] |
| kweli ya Mungu | kweli ya Mungu | *kweli* (truth) + *ya* (of) + *Mungu* (God) | God's truth; the truth of God | Used in religious discourse, particularly in Christian and Islamic contexts, to refer to divine truth or scripture as the ultimate standard of truth. Appears in sermons and religious texts. | [CORE] |
| ukweli wa Injili | ukweli wa Injili | *ukweli* (truth) + *wa* (of) + *Injili* (Gospel, from Arabic *Injīl*) | the truth of the Gospel | Used in Christian religious discourse to refer to the doctrinal truth of the New Testament. Appears in sermons, theological writing, and religious education. | [CORE] |
| ukweli wa kisheria | ukweli wa kisheria | *ukweli* (truth) + *wa* (of) + *ki-sheria* (ki- adjectival prefix + *sheria*, law) | legal truth; the truth in law | Used in legal discourse to refer to what is established as true within legal proceedings, which may differ from everyday or scientific truth. Appears in legal commentary and courtroom language. | [CORE] |
| nusu kweli | nusu kweli | *nusu* (half) + *kweli* (truth) | half-truth | Used to characterize statements that are partially true but misleading by omission or framing. Appears in journalistic, political, and moral discourse. | [CORE] |
| kweli kwa kweli | kweli kwa kweli | *kweli* (truth) + *kwa* (by/with) + *kweli* (truth) | truly and honestly; in all truth | An emphatic adverbial expression used to assert complete sincerity. Somewhat more formal or literary than *kweli kweli* alone. | [MARGINAL] |
| ukweli uliofunuliwa | ukweli uliofunuliwa | *ukweli* (truth) + *u-lio-funuliwa* (REL-PAST-be.revealed, "which was revealed") | revealed truth; disclosed truth | Used in religious, journalistic, and investigative contexts to refer to truth that has been brought to light. Appears in theological discourse (divine revelation) and journalism. | [CORE] |
| mtu wa kweli | mtu wa kweli | | | | |
