| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| მართლი გზა | marṭli gza | marṭli (right, correct) + gza (road, path, way); "the right path, the correct way" | the right path, the correct way, the straight and narrow | Used in moral and religious discourse to describe the path of righteous or correct conduct. Appears in religious texts, sermons, and moral instruction. | [CORE] |
| მართლი საქმე | marṭli saqme | marṭli (right, just) + saqme (matter, cause, affair); "a just cause, a rightful matter" | a just cause, a rightful matter | Used in moral and political discourse to describe a cause that is morally or legally justified. Common in political rhetoric and moral argumentation. | [CORE] |
| მართლი | marṭli | marṭ- + -i; variant/archaic adjectival form | right, just, correct; also used as a standalone noun for truth/rightness in some dialects and older texts | An older or more literary variant of martali, appearing in classical Georgian texts, proverbs, and religious writing. Less common in contemporary everyday speech but present in fixed expressions and literary language. Also appears in some dialectal usage. | [MARGINAL] |
| მართლობა | marṭloba | marṭl- + -oba (nominalizing suffix); "the state of being right/just" | rightness, justice, correctness | An older or more literary abstract noun for the quality of being right or just. Found in classical and religious texts. Less productive in contemporary Georgian than simarṭle or gamarṭleba. | [MARGINAL] |
| მართება | marteba | mart- (right, correct) + -eba (verbal/nominal suffix) | rightness, correctness; also: obligation, duty (in the expression marteba aqvs, "it is right/obligatory for him") | Used in older and formal registers to express that something is correct or fitting. The construction X-s marteba aqvs functions as a modal expression of obligation or appropriateness. | [CORE] |
| სამართალი | samart̕ali | sa- (circumfix) + mart̕al- (right, just) + -i; "that which pertains to rightness" | law, right, justice (as a system or body of norms) | The standard Georgian term for law as a normative system, used in legal, academic, and institutional contexts. Distinct from kanoni (a specific law or rule) in referring to law as a whole domain or system. | [CORE] |
| სამართლებრივი | samart̕lebrivi | samart̕al- + -ebriv- (adjectival suffix, "of the nature of") + -i | legal, juridical, of a legal nature | The standard adjective for describing things that pertain to law or have a legal character. Widely used in legal documents, academic writing, and official discourse. | [CORE] |
| სამართლებრივი სახელმწიფო | samart̕lebrivi saxelmwip̕o | samart̕lebrivi (legal) + saxelmwip̕o (state) | rule-of-law state, Rechtsstaat | A fixed phrase in constitutional and political discourse referring to a state governed by law rather than arbitrary power. Central to Georgian constitutional vocabulary. | [CORE] |
| სამართლიანი სასამართლო | samart̕liani sasamart̕lo | samart̕liani (just, fair) + sasamart̕lo (court, from sa- + samart̕al- + -o) | fair trial, fair court | Used in legal and human rights discourse to describe a judicial proceeding that meets standards of fairness and due process. A key phrase in Georgian constitutional and human rights law. | [CORE] |
| სასამართლო | sasamart̕lo | sa- + samart̕al- + -o (locative/institutional suffix); "place/institution of justice" | court, tribunal | The standard term for a court of law in Georgian. Used across all legal registers and in everyday speech when referring to judicial institutions. | [CORE] |
| სასამართლო პროცესი | sasamartlo p'rocesi | sasamartlo + p'rocesi ("process, proceedings"); "court proceedings" | trial, court proceedings, judicial process | Standard phrase in legal and journalistic contexts referring to a trial or judicial proceeding. Appears in legal reporting, court documents, and legal commentary. | [CORE] |
| სასამართლო გადაწყვეტილება | sasamartlo gadac̣q̇vet'ileba | sasamartlo + gadac̣q̇vet'ileba ("decision, ruling"); "court decision" | court ruling, judicial decision, verdict | Standard phrase in legal discourse for a formal ruling or decision issued by a court. Appears in legal texts, appeals, and legal journalism. | [CORE] |
| უმართლობა | umartloba | u- (privative) + martl- + -oba (nominalizing suffix); "absence of rightness" | injustice, wrongness, unfairness | Used in moral and everyday discourse to name the condition of being unjust or wrong. Less formal than samart̕lianobis arqona but more expressive in moral condemnation. | [CORE] |
| მართლდება | martldeba | mart- + -l- + -deba (passive/inchoative verbal suffix); "becomes right/justified" | is justified, is vindicated, is proven right | Used in legal and moral contexts to describe the process of being vindicated or proven correct. Also used in theological contexts for justification (as in Protestant theological discourse in Georgian). | [CORE] |
| მართლმეტყველება | martlmet̕q̇veleba | martl- + met̕q̇vel- (speaker, from t̕q̇ven-, "to speak") + -eba; "right-speaking" | correct speech, orthoepy; also: truthful speaking | Used in linguistic and rhetorical contexts to refer to correct or proper speech, including pronunciation norms. Also appears in older texts with the sense of truthful or righteous speaking. | [CORE] |
| მართლზომიერი | martlzomieri | martl- + zom- (measure) + -ieri (adjectival suffix); "rightly measured" | proportionate, measured, appropriate in degree | Used in legal and administrative contexts to evaluate whether a measure or action is proportionate to its purpose. Appears in constitutional law discussions of proportionality. | [CORE] |
| მართლზომიერება | martlzomiereba | martlzomieri + -eba (nominalizing suffix) | proportionality, proportionateness | The abstract noun for proportionality as a legal and administrative principle. Used in constitutional law, human rights discourse, and administrative law. | [CORE] |
| მართლსაიდუმლო | martlsaidumlo | martl- + saidumlo (mystery, secret sacrament); "true mystery/sacrament" | true sacrament, genuine mystery (theological) | Used in theological contexts, particularly in Orthodox Christian discourse, to refer to genuine sacraments as opposed to false or invalid ones. Appears in ecclesiastical writing. | [MARGINAL] |
