| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ìwádìí òtítọ́ | ìwádìí òtítọ́ | *ìwádìí* (investigation, inquiry; from *wá* = to seek + *dìí* = to press/examine) + *òtítọ́* (truth) | investigation of the truth, truth inquiry, fact-finding | Used in legal, journalistic, and administrative contexts for the process of investigating what is true. Appears in news media and official inquiry language. | [CORE] |
| ẹ̀tọ́ | ẹ̀tọ́ | *ẹ̀-* (nominalizing prefix) + *tọ́* (correct, right, straight); "that which is right/due" | right, entitlement, what is correct, what is due | Used in legal and moral contexts for rights and entitlements, and for what is correct or proper. Appears in human rights discourse (*ẹ̀tọ́ ènìyàn*, "human rights") and in everyday assertions of correctness. | [CORE] |
| ẹ̀tọ́ ènìyàn | ẹ̀tọ́ ènìyàn | *ẹ̀tọ́* (right, entitlement) + *ènìyàn* (person, human being) | human rights | The standard Yoruba expression for human rights in legal, political, and advocacy discourse. Widely used in journalism, NGO contexts, and civic education. | [CORE] |
| ẹ̀tọ́ ìdìbò | ẹ̀tọ́ ìdìbò | *ẹ̀tọ́* (right, entitlement) + *ìdìbò* (voting, election) | right to vote, voting rights, electoral entitlement | Used in political and civic discourse to refer to the entitlement of citizens to participate in elections. Appears in electoral law and civic education materials. | [CORE] |
| ẹ̀tọ́ ìkọ̀wé | ẹ̀tọ́ ìkọ̀wé | *ẹ̀tọ́* (right, entitlement) + *ìkọ̀wé* (writing, education, literacy) | right to education, right to literacy | Used in educational policy and rights discourse to refer to the entitlement to receive education. Appears in civic and legal contexts. | [CORE] |
| ẹ̀tọ́ ìsọfúnni | ẹ̀tọ́ ìsọfúnni | *ẹ̀tọ́* (right, entitlement) + *ìsọfúnni* (informing, providing information) | right to information, right to be informed | Used in legal and journalistic contexts to refer to the entitlement of citizens or parties to access accurate information. Appears in freedom-of-information discourse. | [CORE] |
| ẹ̀tọ́ rẹ ni | ẹ̀tọ́ rẹ ni | *ẹ̀tọ́* (right, correctness) + *rẹ* (your, 2sg possessive) + *ni* (copula/focus marker) | it is your right; it is correct for you; you are entitled to it | A fixed assertive expression used in everyday speech to affirm someone's entitlement or to confirm that something is correct or proper for them. | [CORE] |
| ẹ̀tọ́ òfin | ẹ̀tọ́ òfin | *ẹ̀tọ́* (right, entitlement) + *òfin* (law) | legal right, right under the law | Used in legal and civic discourse to refer to rights that are formally recognized and protected by law. Appears in legal education and court language. | [CORE] |
| ẹ̀tọ́ ìkẹ́kọ̀ọ́ | ẹ̀tọ́ ìkẹ́kọ̀ọ́ | *ẹ̀tọ́* (right, entitlement) + *ìkẹ́kọ̀ọ́* (learning, education) | right to education | Used in civic, political, and NGO discourse as the standard expression for the right to education. Appears in policy documents and advocacy materials in Yoruba. | [CORE] |
| ẹ̀tọ́ ìgbésí ayé | ẹ̀tọ́ ìgbésí ayé | *ẹ̀tọ́* (right) + *ìgbésí* (living, life-conduct) + *ayé* (world, life) | right to life | Used in legal, human rights, and religious discourse as the standard expression for the right to life. Appears in constitutional and advocacy contexts. | [CORE] |
| ọ̀nà tọ́tọ́ | ọ̀nà tọ́tọ́ | *ọ̀nà* (path/way/road) + *tọ́tọ́* (reduplicated form of *tọ́*; very straight/correct) | the straight path; the correct way; the right road | Used in moral and religious discourse to describe the path of righteous or correct conduct. Appears in proverbs and in Christian and Islamic Yoruba preaching as a metaphor for moral rectitude. | [CORE] |
| ọ̀nà tọ́ | ọ̀nà tọ́ | *ọ̀nà* (path, way, method) + *tọ́* (correct, straight) | correct method, right way, proper approach | Used in practical and moral contexts to describe the correct procedure or approach to a task or problem. Appears in instructional and advisory discourse. | [CORE] |
| ìmọ̀ tọ́ | ìmọ̀ tọ́ | *ìmọ̀* (knowledge) + *tọ́* (correct/right); "correct knowledge" | correct knowledge, accurate understanding, right information | Used in educational and epistemic contexts to distinguish genuine and accurate knowledge from mistaken belief or misinformation. Appears in academic and religious discourse. | [CORE] |
| ọ̀rọ̀ tọ́ | ọ̀rọ̀ tọ́ | *ọ̀rọ̀* (word/matter/speech) + *tọ́* (correct/right); "correct word/speech" | correct speech, right word, accurate statement, true statement, correct account | Used to evaluate a statement or utterance as accurate and appropriate. Appears in legal testimony contexts and in everyday assessments of whether someone has spoken accurately. | [CORE] |
| ìwà tọ́ | ìwà tọ́ | *ìwà* (character/conduct) + *tọ́* (correct/right); "correct/right character" | upright character, correct conduct, proper behavior, moral rectitude | Used in moral evaluation to describe a person whose conduct is consistently correct | [CORE] |
