# G7a — Data-Derived Global Constraint Matrix

---

## Preliminary Notes

All dimensions and constructional functions below are named from patterns visible in the F-phase and prior G-phase data. No external theoretical framework is applied. Where the data shows a dimension split, merged, or only partially recoverable across languages, this is noted explicitly. Matrix cells record cross-language evidence as ALLOWED, BLOCKED, VARIABLE, or INSUFFICIENT DATA with brief supporting notes. The narrative analysis follows the matrix.

---

## Semantic Dimensions (derived from data)

The following twelve dimensions are derived inductively from the F3 semantic grouping tables, F5 opposition tables, and G3 axis comparison across all eight languages.

**D1: Propositional Correspondence** — Whether a specific statement or claim matches what is actually the case. Evaluative target: a proposition or utterance. Attested in all 8 languages.

**D2: Personal Honesty and Integrity in Conduct** — Whether a person's habitual conduct and character are free from deception. Evaluative target: a person or their pattern of behavior. Attested in all 8 languages.

**D3: Source Trustworthiness vs. Content Credibility** — Whether a source can be depended upon (source evaluation) vs. whether a specific claim merits belief (content evaluation). Attested in all 8 languages; the source/content sub-distinction is explicitly documented in at least 4 languages.

**D4: Genuineness of Objects vs. Fraudulent Imitation** — Whether a physical item, document, or credential is what it purports to be vs. a fraudulent substitute. Evaluative target: a physical item. Attested in all 8 languages; neutral-copy vs. fraudulent-fake sub-distinction documented in at least 6 languages.

**D5: Legal/Procedural Validity vs. Moral/Substantive Legitimacy** — Whether an action or document meets formal legal conditions (validity) vs. whether it is rightful in a broader normative sense (legitimacy). Attested in all 8 languages.

**D6: Precision and Exactness of Correspondence** — The degree to which a measurement, description, or representation corresponds closely and exactly to its referent. Scalar rather than binary. Clearly lexicalized in at least 6 languages; less elaborated in yo and ta as a distinct dimension.

**D7: Authenticity of Inner States and Expressed Feelings** — Whether a person's expressed feelings, intentions, or commitments reflect genuine inner conviction rather than performance or pretense. Attested in all 8 languages; degree of elaboration varies considerably.

**D8: Appearance vs. Underlying Reality** — The contrast between how something appears on the surface and what it actually is. Attested in at least 6 languages with explicit documentation; less elaborated in yo and ta.

**D9: Evidential Grounding and Proof** — Whether a claim is supported by adequate evidence, and the processes by which evidence is produced and used to establish truth. Attested in all 8 languages.

**D10: Truth Revelation and Concealment as Processes** — The dynamics by which truth is brought to light, concealed, sought, or suppressed. Treats truth as an entity that can emerge or be hidden. Attested in all 8 languages.

**D11: Correctness of Reasoning, Judgment, and Understanding** — Whether a judgment, inference, or interpretation follows properly from evidence or reasoning. Evaluative target: a cognitive process or its output. Attested in all 8 languages; degree of differentiation from D1 varies (D1/D11 merge in yo and ta).

**D12: Deliberate Deception vs. Innocent Error** — The distinction between falsehoods produced with intent to deceive and those produced through honest mistake or misunderstanding. Attested in all 8 languages; explicitly documented in F3 grouping tables for at least 6 languages.

---

## Constructional Functions (derived from data)

The following twelve constructional functions are derived from the F4 construction tables and G5 construction comparison.

**CF1: Predicative Attribution** — Subject + copula/predicate construction asserting a truth-domain property of a subject. Includes nominal predicates (*it is a lie*) and adjectival predicates (*it is correct*). Attested in all 8 languages.

**CF2: Negative Attribution** — Syntactic or morphological negation of a truth-domain predicate. Includes syntactic negation (*not true*), morphological privative (*unreliable*), and double negation. Attested in all 8 languages.

**CF3: Adnominal Modification** — A truth-domain evaluative term modifies a noun (*accurate information*, *forged document*, *reliable source*). Attested in all 8 languages.

**CF4: Inchoative / Change-of-State** — A subject transitions into a truth-domain state (*the truth comes to light*, *the claim turned out to be false*, *the contract became void*). Includes periphrastic and morphological inchoatives. Attested in all 8 languages.

**CF5: Causative** — An agent causes a truth-domain state (*to forge a document*, *to verify information*, *to reveal the truth*, *to conceal the truth*). Includes morphological causatives, light-verb causatives, and serial verb causatives. Attested in all 8 languages.

**CF6: Abstract Nominalization** — A suffix or circumfix produces an abstract noun naming a truth-domain quality as an entity (*truthfulness*, *accuracy*, *credibility*, *validity*). Attested in all 8 languages.

**CF7: Agentive Nominalization** — A morphological process produces a nominal denoting a habitual agent of a truth-domain action (*liar*, *forger*, *deceiver*). Attested in all 8 languages for negative roles; absent or marginal for positive roles (truth-teller) in all 8 languages.

**CF8: Discourse Framing** — A grammaticalized or semi-grammaticalized expression functions as a sentence-level marker signaling frank disclosure, correction of a prior assumption, or truth-asserting stance. Attested in all 8 languages; degree of grammaticalization varies.

**CF9: Existential / Scalar Predication** — An abstract quality nominal combines with an existential verb (*have/exist*) or scalar predicate (*high/low*) to evaluate whether a quality is present or to what degree. Attested in at least 5 languages; most systematically documented in ko.

**CF10: Truth-Revelation / Concealment Construction** — Truth is the grammatical subject of an intransitive emergence or concealment verb (*the truth came out*, *the truth was revealed*). Attested in all 8 languages.

**CF11: Parallel Morphological Opposition** — The same derivational process applies to both a truth base and a falsity base, producing a morphologically parallel pair of opposing forms (*verify/falsify*, *verifiable/falsifiable*). Attested as a fully productive pattern only in tr; partial parallels in fi and eu.

**CF12: Proverbial / Fixed Moral Assertion** — A fixed or semi-fixed construction asserts a moral or epistemic claim about truth (*truth will prevail*, *a lie has short legs*, *truth is bitter*). Attested in all 8 languages.

---

## Global Constraint Matrix

| Semantic Dimension | CF1: Predicative Attribution | CF2: Negative Attribution | CF3: Adnominal Modification | CF4: Inchoative / Change-of-State | CF5: Causative | CF6: Abstract Nominalization | CF7: Agentive Nominalization | CF8: Discourse Framing | CF9: Existential / Scalar Predication | CF10: Truth-Revelation / Concealment | CF11: Parallel Morphological Opposition | CF12: Proverbial / Fixed Moral Assertion |
**CF12 — ALLOWED:** The proverbial assertion that truth ultimately prevails is documented in all 8 languages for D10. This is one of the most robust positive findings for CF12.

### D11 (Correctness of Reasoning, Judgment, and Understanding)

**Note on D1/D11 merger:** In yo and ta, the same root covers both D1 (propositional correctness) and D11 (procedural/moral correctness) without lexical differentiation. The matrix cells for D11 in these languages are therefore not fully separable from D1. This merger is noted explicitly.

**CF4 — VARIABLE:** Inchoative constructions for a judgment becoming correct or a reasoning process being vindicated are attested in some languages (ka *gamarṭleba*, vindication; tr *haklı çıkmak*, to be proven right; ko *타당성이 인정되다*, validity is recognized) but are not as systematically documented as for D1.

**CF5 — VARIABLE:** Causative constructions for making a judgment correct or justifying a claim are attested in some languages (ka *gamarṭleba*, justification; tr *haklı kılmak*, to justify; fi *perustella*, to justify/give reasons for) but are not as consistently documented as causatives for D4 or D9.

**CF7 — VARIABLE:** Agentive nominals for judges, reasoners, and evaluators are attested in some languages (yo *adájọ́*, judge; ko *판사*, judge; fi *arvioija*, evaluator) but these are institutional role nouns rather than agentive nominals derived from the correctness-of-reasoning bases themselves.

**CF8 — VARIABLE:** Some languages document precision-marking discourse frames that overlap with D11 (ka *martebulad*, correctly/appropriately; fi *tarkasti ottaen*, strictly speaking; ko *정확히 말하면*, to be precise) but these are not as consistently documented as the frank-disclosure frames associated with D1.

**CF9 — VARIABLE:** The existential frame is attested for validity/soundness nominals in some languages (ko *타당성이 있다/없다*, to have/lack validity; eu *arrazoizkoa da/ez da*, it is/is not reasonable) but is not the primary predication strategy for D11 in most languages.

**CF10 — INSUFFICIENT DATA:** The truth-revelation construction is not documented for D11 (correctness of reasoning) nominals. Reasoning correctness is not treated as an entity that emerges from concealment in the documented data.

### D12 (Deliberate Deception vs. Innocent Error)

**CF4 — VARIABLE:** Inchoative constructions for a deception being exposed or an error being corrected are attested in some languages (fi *valhe paljastui*, the lie was exposed; ko *거짓말이 들통나다*, the lie was caught out; id *kebohongannya terungkap*, his lie came to light) but are not as systematically documented as for D1.

**CF5 — VARIABLE:** Causative constructions for causing deception or correcting an error are attested in some languages (fi *väärentää*, to forge; id *membohongi*, to deceive someone; ko *속이다*, to deceive) but the distinction between deliberate deception and innocent error is not consistently encoded in the causative construction itself.

**CF7 — ALLOWED (negative: liar, deceiver) / BLOCKED (positive: truth-teller):** This is the most consistently documented asymmetry in the dataset. Negative agentive nominals for liars and deceivers are attested in all 8 languages. Positive agentive nominals for truth-tellers are absent or marginal in all 8 languages. The asymmetry is explicitly noted in the F4 construction tables for all 8 languages.

**CF9 — INSUFFICIENT DATA:** The existential frame is not documented for D12 nominals. The distinction between deliberate deception and innocent error is expressed through lexical choice (different terms for lie vs. error) rather than through existential predication.

**CF10 — VARIABLE:** The truth-revelation construction is attested for D12 in some languages (fi *valhe paljastui*, the lie was exposed; ko *거짓말이 들통나다*, the lie was caught out) but the construction treats the deception as an entity that emerges from concealment, which is structurally parallel to D1 and D10 rather than specific to D12.

---

## Narrative Analysis

### Strongly Recurrent Constraints

**1. Predicative attribution (CF1) is ALLOWED for all twelve semantic dimensions without documented restriction.**
Every language uses a subject + copula/predicate construction to assert truth-domain properties across all dimensions. The specific copular form varies (enclitic in ka, zero copula in ta/id/tr, overt copula in fi/eu/yo/ko) but the constructional function is universally available. This is the most robust positive constraint in the dataset.

**2. Adnominal modification (CF3) is ALLOWED for all twelve semantic dimensions without documented restriction.**
Every language places truth-domain evaluative terms as modifiers of nouns across all dimensions. The modifier position varies (prenominal in ka/fi/eu/ta/id/tr/ko; postnominal in yo) but the constructional function is universally available. The yo postnominal pattern is a structural variant, not a restriction on specific dimensions.

**3. Abstract nominalization (CF6) is ALLOWED for all twelve semantic dimensions.**
Every language produces abstract nouns naming truth-domain qualities across all dimensions. The specific suffix varies but the functional outcome is consistent. This is the second most robust positive constraint in the dataset.

**4. Negative attribution (CF2) is ALLOWED for all twelve semantic dimensions.**
Every language has a strategy for negating truth-domain predicates across all dimensions. The specific negation strategy varies (syntactic negation particle, morphological privative prefix, negative copula) but the constructional function is universally available.

**5. The truth-revelation / concealment construction (CF10) is ALLOWED for D1 (Propositional Correspondence) and D10 (Truth Revelation and Concealment as Processes) across all 8 languages.**
The intransitive construction in which truth is the grammatical subject of an emergence verb is documented in all 8 languages for D1 and D10 nominals. The spatial metaphor of truth "coming to light" or "coming to the surface" is consistent across all language families. This is one of the most robust constructional patterns in the dataset.

**6. Proverbial / fixed moral assertion (CF12) is ALLOWED for D1 (Propositional Correspondence) and D10 (Truth Revelation and Concealment as Processes) across all 8 languages.**
Every language documents at least one proverbial or semi-fixed construction asserting the ultimate triumph or indestructibility of truth. The specific formulation varies but the proverbial register is present in all 8 languages for D1 and D10.

**7. Causative (CF5) is ALLOWED for D9 (Evidential Grounding and Proof) and D10 (Truth Revelation and Concealment as Processes) across all 8 languages.**
Causative constructions for proving, verifying, revealing, and concealing truth are attested across all 8 languages for these dimensions. This is a robust positive finding.

---

### Likely Prohibitions or Avoidance Patterns

**1. The positive-role agentive nominalization pathway is blocked across all dimensions and all languages.**
This is the most consistently documented prohibition in the dataset. The derivational process that generates liars, forgers, and deceivers does not generate truth-tellers, authenticators, or honest persons as role nouns in any of the 8 languages. The concept is expressed periphrastically in all 8 languages. This asymmetry is consistent across South Caucasian, Niger-Congo, Finno-Ugric, language isolate, Dravidian, Austronesian, Turkic, and Koreanic language families. The asymmetry is explicitly noted in the F4 construction tables for all 8 languages.

**2. Direct causation of dispositional character traits (D2 and D7) is blocked across all languages.**
Constructions expressing that an agent directly causes a person to become honest, sincere, or to possess genuine inner character are absent or strongly marked across all 8 languages. This block applies to both D2 (Personal Honesty and Integrity) and D7 (Authenticity of Inner States and Expressed Feelings). Some indirect facilitation constructions are attested in a few languages (eu *zintzotu eragin*, ko *진정성을 높이다*) but these appear to cause conditions for the state rather than the state itself. The block on direct causation of the dispositional state is consistent across all 8 languages and all language families.

**3. Positive causation of authenticity (D4) is blocked across all languages.**
Constructions expressing that an agent manufactures or creates genuine authenticity are absent or strongly marked across all 8 languages. The polarity asymmetry is consistent: negative causation (forgery, destruction of authenticity) is universally available and lexicalized; positive causation (manufacturing genuine authenticity) is universally absent. Certification and authentication constructions confirm pre-existing authenticity rather than manufacture it; this distinction is maintained across languages.

**4. The truth-revelation / concealment construction (CF10) is not documented for D5 (Legal/Procedural Validity), D6 (Precision and Exactness), D9 (Evidential Grounding), or D11 (Correctness of Reasoning).**
The construction treats truth as an entity that moves between hidden and visible states. This framing is not applied to validity, precision, evidence, or reasoning correctness in the documented data. These dimensions are expressed through CF1 (predicative attribution), CF4 (inchoative), and CF5 (causative) rather than through the emergence-from-concealment construction. The absence is consistent across languages and appears to reflect a semantic constraint: the emergence-from-concealment framing is restricted to dimensions where truth is conceptualized as a hidden entity (D1, D10) rather than as a property of objects, processes, or reasoning.

**5. Discourse framing (CF8) is not documented for D3 (Source Trustworthiness), D4 (Genuineness of Objects), D5 (Legal/Procedural Validity), D9 (Evidential Grounding), or D12 (Deliberate Deception vs. Innocent Error).**
The discourse-framing constructions documented in the data are associated with D1 (frank disclosure of a proposition) and D8 (appearance vs. underlying reality). They are not documented as sentence-level markers for source evaluation, object authentication, legal validity, evidence assessment, or the deception/error distinction. This absence is consistent across languages.

**6. Proverbial / fixed moral assertion (CF12) is not documented for D6 (Precision and Exactness).**
No language in the dataset documents a proverbial construction about precision or exactness. The proverbial register is associated with D1, D2, D10, and to a lesser extent D5 and D12. The absence for D6 is consistent across all 8 languages and appears to reflect the scalar, technical nature of precision evaluation, which does not lend itself to the moral-assertion register.

---

### Important Divergences, Substitutions, and Asymmetries

**1. The existential / scalar predication construction (CF9) substitutes for standard copular predication (CF1) for abstract quality nominals in Korean.**
In ko, *-seong* quality nominals (*진정성*, *신빙성*, *타당성*) cannot take *-hada* as a predicative suffix; they require the existential *있다/없다* frame instead. This is a morphological restriction unique to ko in the dataset. In all other languages, abstract quality nominals participate in the standard copular predication construction (CF1). The ko restriction creates a constructional substitution: where other languages say "it is credible" (CF1), ko says "credibility exists" (CF9). This substitution is documented for D3, D7, D9, and D11 in ko.

**2. The inchoative construction (CF4) shows the widest variation in realization across languages.**
The periphrastic inchoative (become X, turn out to be X) is the universal default across all dimensions and all languages. Morphological inchoatives are restricted: ka *-deba* is documented only for the *mart-* root within the truth domain; tr *-laş/-leş* is productive for some bases but not others; eu *-tu* intransitive is lexically restricted; fi *-utua* is marginal for truth-domain adjectives. The morphological inchoative is a minority strategy in the dataset, with the periphrastic inchoative being the universal default.

**3. The causative construction (CF5) shows a consistent asymmetry between the forgery/falsification domain and the verification/authentication domain.**
Causative constructions for forging, falsifying, and deceiving are more consistently documented and more morphologically elaborated than causative constructions for verifying, authenticating, and confirming. This asymmetry parallels the agentive asymmetry (CF7): the negative pole (forging, deceiving) is more morphologically elaborated than the positive pole (verifying, authenticating).

**4. The discourse-framing construction (CF8) shows the widest variation in degree of grammaticalization across languages.**
At one extreme, id *sebenarnya* and tr *aslında* are fully grammaticalized discourse markers whose compositional meanings are no longer active. At the other extreme, yo uses a hortative construction (*jẹ́ kí a sọ òtítọ́*, let us speak the truth) for the same discourse function rather than a grammaticalized adverbial. The functional outcome is the same across all 8 languages — signaling frank disclosure or correction of a prior assumption — but the constructional form varies from fully grammaticalized to fully compositional.

**5. The D1/D11 merger in yo and ta creates a constructional overlap not present in other languages.**
In yo, the *tọ́* root covers both propositional correctness (D1) and procedural/moral correctness (D11) without lexical differentiation. In ta, *cari* covers both factual correctness (D1) and procedural correctness (D11). In ka, fi, and ko, distinct vocabulary is used for these two functions. This merger means that in yo and ta, the constructional distinctions between D1 and D11 are not lexically encoded; context determines which dimension is operative.

**6. The D4/D7 partial merger in eu creates a constructional overlap not present in other languages.**
In eu, *benetakoa* covers both "genuine (not fake)" (D4) and "sincere (not performed)" (D7), and *benetan* functions as both an authenticity marker and a sincerity marker. In fi and ko, more distinct vocabulary is used for these two functions.

**7. The three-way inchoative verb distinction in ko (*드러나다/밝혀지다/판명되다*) for D1 and D10 is unique in the dataset.**
Korean documents three distinct inchoative verbs for truth-revelation with different nuances of agency, formality, and the nature of the revelation process. Other languages typically use a single inchoative verb for this function. The ko three-way distinction encodes nuances that other languages express through context or additional modifiers.

**8. The *-하다/-되다* stative/agentive distinction in ko is unique in the dataset.**
Korean documents a systematic semantic distinction between *jinsil-hada* (to be truthful, active/performed quality) and *jinsil-doeda* (to be truthful, inherent/resultant quality). This morphological distinction between performed and inherent quality is not documented in any other language in the dataset. It affects CF1 (predicative attribution) and CF5 (causative) for D1, D2, D4, and D7 in ko.

**9. The parallel morphological opposition (CF11) is restricted to Turkish.**
The tr *doğrulamak/yanlışlamak* productive morphological pair encoding the verification/falsification distinction, with parallel *doğrulanabilirlik/yanlışlanabilirlik* nominalizations, is documented as a productive pattern only in tr. Partial parallels exist in fi and eu but are not as systematically productive. This is a language-specific elaboration rather than a cross-linguistic pattern.

**10. The three-way verifiability distinction in eu (*egiaztagarria/egiaztagaitza/egiaztaezina*) is unique in the dataset.**
Basque is the only language that documents a three-way morphological distinction within the verifiability sub-domain (verifiable/difficult to verify/impossible to verify). Other languages show only a binary verifiable/unverifiable opposition. The *-garri/-gaitz/-ezin* series encodes a scalar distinction that is expressed periphrastically or not at all in the other seven languages.

---

## Confidence Assessment

### Strong Evidence

The following matrix cells are supported by explicit documentation in the F4 construction tables and F5 opposition tables of multiple languages, with consistent patterns across unrelated language families:

- **CF1 (Predicative Attribution) × all dimensions: ALLOWED** — Documented in all 8 languages for all 12 dimensions. No restrictions documented.
- **CF3 (Adnominal Modification) × all dimensions: ALLOWED** — Documented in all 8 languages for all 12 dimensions. The yo postnominal pattern is a structural variant, not a restriction.
- **CF6 (Abstract Nominalization) × all dimensions: ALLOWED** — Documented in all 8 languages for all 12 dimensions. Specific suffix varies but functional outcome is consistent.
- **CF7 (Agentive Nominalization) × all dimensions: BLOCKED for positive roles** — Explicitly documented as absent in all 8 languages for all dimensions. The most consistently documented blocked pathway in the dataset.
- **CF5 (Causative) × D2 and D7: BLOCKED (direct causation of dispositional state)** — Explicitly documented as absent or strongly marked in all 8 languages. Consistent across all language families.
- **CF5 (Causative) × D4: BLOCKED (positive: manufacture authenticity) / ALLOWED (negative: forge/destroy)** — The polarity asymmetry is explicitly documented across all 8 languages.
- **CF10 (Truth-Revelation / Concealment) × D1 and D10: ALLOWED** — Documented in all 8 languages for D1 and D10. The intransitive emergence construction is the most robust constructional pattern in the dataset.
- **CF12 (Proverbial / Fixed Moral Assertion) × D1 and D10: ALLOWED** — Documented in all 8 languages for D1 and D10.
- **CF2 (Negative Attribution) × all dimensions: ALLOWED** — Documented in all 8 languages for all 12 dimensions.
- **CF5 (Causative) × D9 and D10: ALLOWED** — Documented in all 8 languages for D9 and D10.

### Moderate Evidence

The following matrix cells are supported by documentation in 4–6 languages or by explicit documentation in fewer languages with consistent patterns:

- **CF4 (Inchoative / Change-of-State) × D1, D4, D5, D10: ALLOWED** — Documented in at least 5 languages for each of these dimensions.
- **CF9 (Existential / Scalar Predication) × D3, D6, D7, D9: ALLOWED** — Documented in at least 3 languages for each of these dimensions, with ko showing the most systematic use.
- **CF10 (Truth-Revelation / Concealment) × D5, D6, D9, D11: INSUFFICIENT DATA** — The absence of documentation for these dimensions is consistent across languages but may reflect gaps in data collection rather than a genuine prohibition.
- **CF8 (Discourse Framing) × D1 and D8: ALLOWED** — Documented in all 8 languages for D1 and in at least 6 languages for D8, though the degree of grammaticalization varies considerably.
- **CF11 (Parallel Morphological Opposition) × D1: VARIABLE** — Documented as a productive pattern only in tr; partial parallels in fi and eu.
- **CF12 (Proverbial / Fixed Moral Assertion) × D6: INSUFFICIENT DATA** — The absence of proverbial constructions for D6 is consistent across all 8 languages but may reflect the technical nature of precision evaluation rather than a genuine prohibition.
- **CF4, CF5 × D2, D3, D7, D11: VARIABLE** — These cells are rated VARIABLE based on partial documentation in 2–4 languages. The evidence is insufficient to determine whether the pattern is broadly available or restricted.

### Weak or Missing Evidence

The following matrix cells are based on limited documentation or on the absence of documentation, which may reflect data gaps rather than genuine constraints:

- **CF8 × D3, D4, D5, D9, D12: INSUFFICIENT DATA** — The absence of discourse-framing constructions for these dimensions is consistent across languages but may reflect the institutional/technical nature of these dimensions rather than a genuine prohibition.
- **CF9 × D1, D2, D4, D5, D8, D11, D12: VARIABLE or INSUFFICIENT DATA** — The existential/scalar predication construction is documented for some dimensions in some languages but is not consistently documented across all languages for these dimensions.
- **CF11 × most dimensions: INSUFFICIENT DATA** — The parallel morphological opposition construction is documented as a productive pattern only in tr. The absence in other languages may reflect language-specific morphological properties rather than a cross-linguistic constraint.
- **CF7 × D3, D5, D6, D8, D9, D11: VARIABLE** — Agentive nominals for institutional roles (judge, witness, examiner) are attested in some languages for these dimensions, but these are institutional role nouns rather than agentive nominals derived from the relevant bases. The evidence is insufficient to determine whether the positive-role agentive blockage extends to these dimensions or is specific to D1, D2, D4, D7, and D12.
- **CF10 × D2, D3, D7, D8, D11, D12: VARIABLE** — The truth-revelation construction is attested for some of these dimensions in some languages but is not as consistently documented as for D1 and D10. The absence for D5, D6, D9, and D11 is more consistent and may reflect a genuine semantic constraint.
