# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Finnish (fi)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| väärinkäsitys | väärinkäsitys | misunderstanding, misconception (väärin + käsitys) | misunderstanding, misconception | Noun for misunderstanding or misconception ("selvittää väärinkäsitys" = clear up a misunderstanding). Common in interpersonal and analytical contexts. | [CORE] |
| väärinkäyttö | väärinkäyttö | misuse, abuse (väärin + käyttö) | misuse, abuse | Noun for misuse or abuse of something ("vallan väärinkäyttö" = abuse of power). Used in legal, ethical, and critical contexts. | [CORE] |
| väärinkäyttää | väärinkäyttää | to misuse, to abuse (väärin + käyttää) | to misuse, to abuse | Verb meaning to use something wrongly or abusively ("väärinkäyttää luottamus" = abuse trust). Used in legal and ethical discourse. | [CORE] |
| väärinarvioida | väärinarvioida | to misjudge, to miscalculate (väärin + arvioida) | to misjudge, to miscalculate | Verb meaning to evaluate or judge incorrectly ("väärinarvioida tilanne" = misjudge the situation"). Used in analytical and decision-making contexts. | [CORE] |
| väärinarviointi | väärinarviointi | misjudgment, miscalculation (väärin + arvioi- + -nti) | misjudgment, miscalculation | Noun for incorrect evaluation or judgment. Used in analytical contexts to describe errors in assessment. | [CORE] |
| väärinymmärrys | väärinymmärrys | misunderstanding (väärin + ymmärrys) | misunderstanding | Synonym of *väärinkäsitys*, refers to incorrect understanding. Used in communication and interpretive contexts. | [CORE] |
| väärintulkinta | väärintulkinta | misinterpretation (väärin + tulkinta) | misinterpretation | Refers to incorrect interpretation of text, events, or statements. Common in legal, literary, and communicative contexts. | [CORE] |
| väärinlaskenta | väärinlaskenta | miscalculation (väärin + laskenta) | miscalculation | Refers to errors in calculation or counting. Used in mathematical, financial, and planning contexts. | [CORE] |
| väärinperustein | väärinperustein | on false grounds, on incorrect basis (väärin + perustein) | on false grounds, on incorrect basis | Adverbial expression indicating that something is done based on incorrect reasoning or false premises. Used in legal and analytical discourse. | [CORE] |
| vääränlainen | vääränlainen | wrong kind of, incorrect type of (väärän + lainen) | wrong kind of, incorrect type of | Describes something as being the wrong type or kind ("vääränlainen lähestymistapa" = wrong kind of approach). Common in evaluative discourse. | [CORE] |
| vääränvärinen | vääränvärinen | wrong-colored, of the wrong color (väärän + värinen) | wrong-colored, of the wrong color | Describes something having an incorrect or unexpected color. Used in descriptive and quality control contexts. | [CORE] |
| vääränkokoinen | vääränkokoinen | wrong-sized, of the wrong size (väärän + kokoinen) | wrong-sized, of the wrong size | Describes something having incorrect dimensions or size. Common in commercial and practical contexts. | [CORE] |
| vääränmuotoinen | vääränmuotoinen | wrong-shaped, malformed (väärän + muotoinen) | wrong-shaped, malformed | Describes something having incorrect or abnormal shape. Used in medical, technical, and descriptive contexts. | [CORE] |
| väärinkirjoitus | väärinkirjoitus | misspelling (väärin + kirjoitus) | misspelling | Refers to incorrect spelling of words. Used in educational and editorial contexts. | [CORE] |
| väärinajattelija | väärinajattelija | heretic, dissident, wrong-thinker (väärin + ajattelija) | heretic, dissident, wrong-thinker | Refers to someone who holds incorrect or heretical views, particularly in ideological or religious contexts. Can be used critically or ironically. | [CORE] |
| väärinajattelu | väärinajattelu | wrong thinking, heresy, incorrect ideology (väärin + ajattelu) | wrong thinking, heresy, incorrect ideology | Incorrect or heretical thinking. Used in ideological and religious contexts. | [CORE] |
| väärä käsitys | väärä käsitys | wrong impression, misconception (väärä + käsitys) | wrong impression, misconception | Expression for incorrect understanding or false impression ("saada väärä käsitys" = get the wrong impression). Common in everyday discourse. | [CORE] |
| väärä hälytys | väärä hälytys | false alarm (väärä + hälytys) | false alarm | Expression for alarm or warning that proves unfounded ("se oli väärä hälytys" = it was a false alarm). Common in emergency and everyday contexts. | [CORE] |
| väärä todistus | väärä todistus | false testimony, perjury (väärä + todistus) | false testimony, perjury | Legal term for false testimony given under oath. Used in legal contexts regarding perjury. | [CORE] |
| väärä vala | väärä vala | perjury, false oath (väärä + vala) | perjury, false oath | Legal term for swearing falsely under oath ("vannoa väärä vala" = commit perjury). Formal legal terminology. | [CORE] |
| väärä suunta | väärä suunta | wrong direction (väärä + suunta) | wrong direction | Expression for incorrect direction, used both literally for physical direction and figuratively for course of action. Common in navigation and planning contexts. | [CORE] |
| väärä raide | väärä raide | wrong track (väärä + raide) | wrong track | Idiomatic expression meaning to be on the wrong track or pursuing wrong course ("olla väärällä raiteella" = be on the wrong track). Used figuratively for misdirected efforts. | [CORE] |
| väärä jälki | väärä jälki | false trail, red herring (väärä + jälki) | false trail, red herring | Expression for misleading clue or false trail ("johtaa väärään jälkeen" = lead on a false trail). Used in investigative and mystery contexts. | [CORE] |
| väärä raha | väärä raha | counterfeit money (väärä + raha) | counterfeit money | Refers to forged or counterfeit currency. Used in legal and financial contexts. | [CORE] |
| väärä nimi | väärä nimi | false name, wrong name (väärä + nimi) | false name, wrong name | Refers to using an incorrect or assumed name. Used in legal contexts (identity fraud) and everyday situations (mistakes). | [CORE] |
| vääräleuka | vääräleuka | false jaw, prognathism (väärä + leuka) | false jaw, prognathism | Medical/anatomical term for jaw misalignment. Technical usage. | [MARGINAL] |
| väärähammas | väärähammas | false tooth, denture (väärä + hammas) | false tooth, denture | Colloquial term for dentures or false teeth. Everyday usage. | [MARGINAL] |
| vääryydenteko | vääryydenteko | act of injustice, wrongdoing (vääryys + teko) | act of injustice, wrongdoing | Formal term for committing an injustice or wrong. Used in moral and legal discourse. | [CORE] |
| epärehellinen | epärehellinen | dishonest (epä- + rehellinen) | dishonest, untruthful | Describes persons or actions lacking honesty or characterized by deception. Used in moral and legal evaluations of conduct and character. | [CORE] |
