# CLCA Protocol v3.4 — F4 Construction Table
# Language: Greek (el)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| MULTI-WORD CONSTRUCTION | άδικη κατηγορία | ádiki katigoría | unfair accusation, unjust charge | Common expression in legal and everyday contexts. Used in defense and complaints. | [CORE] |
| MULTI-WORD CONSTRUCTION | πλαστά χρήματα | plastá chrímata | counterfeit money | Standard legal term for fake currency. Common in legal and law enforcement contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | πλαστό έγγραφο | plastó éngrafo | forged document | Legal term for falsified documents. Common in legal and administrative contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | πλαστή ταυτότητα | plastí taftótita | fake identity, forged ID | Legal term for falsified identification. Common in law enforcement contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | αυθεντικό έργο | afthentikó érgo | authentic work, original work | Common expression in art and literary contexts. Used in discussions of authenticity and attribution. | [CORE] |
| MULTI-WORD CONSTRUCTION | αυθεντικό αντίγραφο | afthentikó andígrafo | certified copy, authentic copy | Legal and administrative term for officially verified copies. Common in bureaucratic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ψευδής κατάθεση | psevdís katáthesi | false testimony | Legal term for perjury or false statements. Common in judicial contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ψευδής δήλωση | psevdís dílosi | false statement, false declaration | Legal and administrative term for untrue statements. Common in official contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ψευδής συναγερμός | psevdís synagermós | false alarm | Common expression for unfounded warnings or alerts. Used in everyday and emergency contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ειλικρινά λυπάμαι | ilikriná lypáme | I'm sincerely sorry | Common expression of genuine apology. Used in everyday and formal contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ειλικρινής γνώμη | ilikrinís gnómi | honest opinion, sincere opinion | Common expression for genuine views. Used when soliciting or offering frank opinions. | [CORE] |
| MULTI-WORD CONSTRUCTION | ειλικρινής απάντηση | ilikrinís apántisi | honest answer, sincere answer | Common expression for truthful responses. Used in discussions and interrogations. | [CORE] |
| MULTI-WORD CONSTRUCTION | έγκυρο έγγραφο | énkyro éngrafo | valid document | Legal and administrative term for legally recognized documents. Very common in bureaucratic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | έγκυρη άδεια | énkyri ádeia | valid license/permit | Administrative term for current, legally valid permits. Common in regulatory contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | έγκυρη πηγή | énkyri pigí | reliable source, authoritative source | Common expression in research and journalism. Used in evaluating information sources. | [CORE] |
| MULTI-WORD CONSTRUCTION | άκυρο έγγραφο | ákyro éngrafo | invalid document | Legal and administrative term for documents without legal force. Common in bureaucratic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | κηρύσσω άκυρο | kirýsso ákyro | to declare invalid, to nullify | Legal expression for official invalidation. Common in judicial and administrative contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | απατηλή εμφάνιση | apatilí emfánisi | deceptive appearance | Common expression for misleading looks. Used in discussions of appearances versus reality. | [CORE] |
| MULTI-WORD CONSTRUCTION | απατηλή διαφήμιση | apatilí diafímisi | misleading advertising, deceptive advertising | Legal and commercial term for false advertising. Common in consumer protection contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | είμαι βέβαιος | íme véveos | I'm certain, I'm sure | Very common expression of certainty. Used in everyday discourse to express confidence. | [CORE] |
| MULTI-WORD CONSTRUCTION | βέβαιη πληροφορία | vévei pliroforía | certain information, reliable information | Common expression for confirmed information. Used in discussions of knowledge and evidence. | [CORE] |
| MULTI-WORD CONSTRUCTION | αμφίβολη προέλευση | amfívoli proélefsi | doubtful origin, questionable origin | Common expression for uncertain provenance. Used in discussions of authenticity and legitimacy. | [CORE] |
| MULTI-WORD CONSTRUCTION | αμφίβολη αξία | amfívoli axía | doubtful value, questionable value | Common expression for uncertain worth. Used in evaluations and assessments. | [CORE] |
| MULTI-WORD CONSTRUCTION | κατασκευασμένη ιστορία | kataskevazméni istoría | fabricated story, made-up story | Common expression for invented narratives. Used in accusations of dishonesty. | [CORE] |
| MULTI-WORD CONSTRUCTION | κατασκευασμένα στοιχεία | kataskevazména stichía | fabricated evidence | Legal expression for falsified evidence. Common in judicial contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | κατασκευασμένη κατηγορία | kataskevazméni katigoría | fabricated charge, trumped-up charge | Legal expression for false accusations. Common in defense arguments. | [CORE] |
| MULTI-WORD CONSTRUCTION | αξιόπιστη πηγή | axiópisty pigí | reliable source | Very common expression in research and journalism. Used in evaluating information sources. | [CORE] |
| MULTI-WORD CONSTRUCTION | αξιόπιστο πρόσωπο | axiópisто prósopo | trustworthy person, reliable person | Common expression for dependable individuals. Used in character assessments. | [CORE] |
| MULTI-WORD CONSTRUCTION | αξιόπιστα στοιχεία | axiópista stichía | reliable data, credible evidence | Common expression in research and legal contexts. Used in evaluating evidence. | [CORE] |
