| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| सत्कार्यवाद | satkāryavāda | *sat* + *kārya* (effect, from root *kṛ-*) + *vāda* (doctrine, position); "doctrine that the effect is real (pre-exists in the cause)" | the doctrine of the pre-existence of the effect, the theory that the effect is real in the cause | A fixed technical term in Sāṃkhya and Vedānta philosophy for the position that the effect genuinely exists in the cause prior to its production, as opposed to *asatkāryavāda* (the effect is new, not pre-existent). Central to debates about causation. | [CORE] |
| असत्कार्यवाद | asatkāryavāda | *asat* + *kārya* + *vāda*; "doctrine that the effect is not real (prior to production)" | the doctrine that the effect is not pre-existent in the cause | The opposing position to *satkāryavāda*, associated with Nyāya-Vaiśeṣika, holding that the effect is a genuinely new entity not pre-existing in the cause. Used in philosophical debate about causation. | [CORE] |
| सच्चिदानन्द | saccidānanda | *sat* (being) + *cit* (consciousness) + *ānanda* (bliss); "being-consciousness-bliss" | being-consciousness-bliss (the triple characterization of Brahman) | A fixed compound in Advaita Vedānta and related traditions designating the ultimate reality (Brahman) as constituted by pure being, pure consciousness, and pure bliss. Widely used in devotional, philosophical, and liturgical contexts. | [CORE] |
| सन्मार्ग | sanmārga | *sat* (sandhi *san-*) + *mārga* (path, way); "the good/right path" | the right path, the path of virtue | Used in ethical and religious literature to designate the path of virtuous conduct and right living. Contrasted with *kumārga* (wrong path). Appears in prescriptive contexts contrasting the right way of life with its opposite. | [CORE] |
| सद्धर्म | saddharma | *sat* (sandhi *sad-*) + *dharma*; "genuine dharma, true teaching" | the true teaching, the genuine dharma, the good law | Used in Buddhist Sanskrit literature (and in Hindu contexts) for the authentic or genuine teaching, as opposed to corrupt or false versions. Appears in the title *Saddharmapuṇḍarīka* (Lotus Sūtra) and in discussions of authentic religious doctrine. | [CORE] |
| सत्यशोधन | satyaśodhana | *satya* + *śodhana* (purification, investigation, from root *śudh-*); "investigation/purification of truth" | investigation of truth, truth-seeking, verification | Used in modern Sanskrit and Sanskrit-influenced discourse (including Gandhi's autobiography, *Satya-śodhana* / *My Experiments with Truth*) for the process of investigating or establishing the truth of a matter. Appears in academic and journalistic contexts. | [CORE] |
| सत्यनारायण | satyānārāyaṇa | *satya* (true, real) + *Nārāyaṇa* (a name of Viṣṇu); "the true/real Nārāyaṇa" | Satyanārāyaṇa (a form of Viṣṇu worshipped as the embodiment of truth) | A devotional and ritual name used in the *Satyanārāyaṇa vrata* (a widely performed Hindu votive rite). The name characterizes the deity as the ultimate reality or truth. | [CORE] |
| असत्य | asatya | *a-* (negation) + *satya*; "not true" | untruth, falsehood, lie | Used across ethical, legal, and philosophical literature as the direct negation of *satya*. Denotes a false statement or the quality of being untrue. Common in moral prescriptions against lying. | [CORE] |
| असत्यवादिन् | asatyavādin | *asatya* + *vādin* (speaker); "one who speaks untruth" | liar, one who speaks falsely | Used in legal and ethical literature to characterize a person who habitually speaks falsehoods. Appears in legal texts as a category of unreliable witness. | [CORE] |
| असत्यभाषण | asatya-bhāṣaṇa | *asatya* (untruth, false) + *bhāṣaṇa* (speaking, from root *bhāṣ-*) | speaking falsehood, false speech, lying | Used in ethical and legal literature to designate the act of uttering falsehoods. Appears in *Dharmaśāstra* lists of prohibited conduct and in discussions of witness credibility. | [CORE] |
| सदसत् | sadasat | *sat* + *asat*; a dvandva compound; "being and non-being" | the real and the unreal, being and non-being, the existent and the non-existent | A dvandva compound used in philosophical literature to denote the totality of existence or to pose the question of the ontological status of the world. Appears in Upaniṣadic and Vedāntic discussions of the nature of reality, including the *Bhagavad Gītā*, often in contexts where ultimate reality is said to transcend both. | [CORE] |
| सत्प्रतिपक्ष | satpratipakṣa | *sat* + *pratipakṣa* (counter-position, from *prati-* + *pakṣa*); "a genuine counter-position" | a real counter-argument, a genuine opposing thesis | Used in Navya-Nyāya logical literature to denote a counter-argument that genuinely undermines a thesis, as opposed to a spurious one. | [CORE] |
