# F2b Constructions Table — Yoruba Truth/Falsehood Domain

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| ìgbàgbọ́ | fi ìgbàgbọ́ hàn | fi ìgbàgbọ́ hàn | to show faith, to demonstrate belief | Describes manifesting or proving one's faith through actions or words. | [CORE] |
| ìgbàgbọ́ | pàdánù ìgbàgbọ́ | pàdánù ìgbàgbọ́ | to lose faith, to lose belief | Describes losing belief or faith. Used in contexts of disillusionment or apostasy. | [CORE] |
| ìgbàgbọ́ | mú ìgbàgbọ́ | mú ìgbàgbọ́ | to hold faith, to maintain belief | Describes maintaining or holding onto belief. Used in contexts of perseverance. | [CORE] |
| ìgbàgbọ́ | ìgbàgbọ́ ọkàn | ìgbàgbọ́ ọkàn | heartfelt belief, sincere faith | Emphasizes genuine belief from the heart. Used to evaluate sincerity. | [CORE] |
| ìgbàgbọ́ | inú ìgbàgbọ́ | inú ìgbàgbọ́ | within faith, in belief | Locative expression indicating position within faith or belief system. | [CORE] |
| ìgbàgbọ́ | Ó ní ìgbàgbọ́ | ó ní ìgbàgbọ́ | He/she has faith, he/she possesses belief | Describes someone as possessing faith or belief, often as a character trait. | [CORE] |
| ìgbàgbọ́ | Ó fi ìgbàgbọ́ rẹ̀ hàn | ó fi ìgbàgbọ́ rẹ̀ hàn | He/she demonstrated his/her faith, he/she showed belief | Indicates making one's faith or belief visible through actions or testimony. | [CORE] |
| ìgbàgbọ́ | Ó pàdánù ìgbàgbọ́ rẹ̀ | ó pàdánù ìgbàgbọ́ rẹ̀ | He/she lost his/her faith, belief was lost | Describes loss of faith or belief, often in religious or interpersonal contexts. | [CORE] |
| ìgbàgbọ́ | Ó mú ìgbàgbọ́ rẹ̀ lágbára | ó mú ìgbàgbọ́ rẹ̀ lágbára | He/she strengthened his/her faith | Describes making faith or belief stronger or more firm. | [CORE] |
| ìgbàgbọ́ | Ó ní ìgbàgbọ́ tí ó lágbára | ó ní ìgbàgbọ́ tí ó lágbára | He/she has strong faith, he/she possesses firm belief | Describes belief that is deeply held or unwavering. | [CORE] |
| ìgbàgbọ́ | Ó dúró nínú ìgbàgbọ́ | ó dúró nínú ìgbàgbọ́ | He/she stood in faith, he/she remained steadfast in belief | Describes maintaining faith or belief despite challenges or doubts. | [CORE] |
| ìgbàgbọ́ | Ó kọ́ ìgbàgbọ́ sílẹ̀ | ó kọ́ ìgbàgbọ́ sílẹ̀ | He/she abandoned faith, he/she forsook belief | Describes abandoning or rejecting previously held faith or belief. | [CORE] |
| ìgbàgbọ́ | Ó gbé nínú ìgbàgbọ́ | ó gbé nínú ìgbàgbọ́ | He/she lives in faith, he/she dwells in belief | Describes habitual life characterized by faith or belief. | [CORE] |
| ìgbàgbọ́ | Ìgbàgbọ́ ẹ̀sìn rẹ̀ lágbára | ìgbàgbọ́ ẹ̀sìn rẹ̀ lágbára | His/her religious faith is strong | Specifically refers to religious faith or belief, distinguishing it from other types of belief. | [CORE] |
| ìgbàgbọ́ | Ó jẹ́ ìgbàgbọ́ mi | ó jẹ́ ìgbàgbọ́ mi | It is my belief, it is what I believe | Affirms that something constitutes one's belief or faith. | [CORE] |
| jẹ́ | jẹ́ bẹ́ẹ̀ | jẹ́ bẹ́ẹ̀ | it is so, it is like that | Affirms that something is as stated. Common in confirmations. | [CORE] |
| jẹ́ | kì í jẹ́ bẹ́ẹ̀ | kì í jẹ́ bẹ́ẹ̀ | it is not so, it is not like that | Denies that something is as stated. Used in corrections and denials. | [CORE] |
| jẹ́ | ó jẹ́ pé | ó jẹ́ pé | it is that..., the fact is that... | Introduces factual statement or explanation. Common in explanatory discourse. | [CORE] |
| jẹ́ | bí ó ṣe jẹ́ | bí ó ṣe jẹ́ | as it is, how it is | Describes actual state of affairs. Used to introduce accurate descriptions. | [CORE] |
| jẹ́ | jẹ́ kí ó rí bẹ́ẹ̀ | jẹ́ kí ó rí bẹ́ẹ̀ | let it be so, allow it to be that way | Expresses permission or acceptance. Used in concessive contexts. | [CORE] |
| jẹ́ | Ó jẹ́ bẹ́ẹ̀ | ó jẹ́ bẹ́ẹ̀ | It is so, it is like that | Affirms that something is as stated or as it appears. Common in confirmations. | [CORE] |
| jẹ́ | Kò jẹ́ bẹ́ẹ̀ | kò jẹ́ bẹ́ẹ̀ | It is not so, it is not like that | Denies that something is as stated or claimed. Common in corrections and contradictions. | [CORE] |
| jẹ́ | Ó jẹ́ pé ó wá | ó jẹ́ pé ó wá | It is the case that he/she came | Affirms the truth of a proposition using the complementizer pé (that). | [CORE] |
| jẹ́ | Kò jẹ́ pé mo lọ | kò jẹ́ pé mo lọ | It is not the case that I went | Denies the truth of a proposition, used to correct false claims. | [CORE] |
| jẹ́ | Bí ó ṣe jẹ́ ni mo sọ ọ́ | bí ó ṣe jẹ́ ni mo sọ ọ́ | I told you how it is, I told you the truth | Emphasizes that one has stated things as they actually are. | [CORE] |
| jẹ́ | Jẹ́ kí n sọ bí ó ṣe jẹ́ | jẹ́ kí n sọ bí ó ṣe jẹ́ | Let me tell how it is, let me state the truth | Introduces a truthful account or correction of misunderstanding. | [CORE] |
| bẹ́ẹ̀ ni | bẹ́ẹ̀ ni gan-an | bẹ́ẹ̀ ni gan-an | that's exactly right, it is precisely so | Emphatic confirmation. The intensifier gan-an strengthens agreement. | [CORE] |
| bẹ́ẹ̀ ni | bẹ́ẹ̀ ni lóòótọ́ | bẹ́ẹ̀ ni lóòótọ́ | that's truly so, it is genuinely right | Emphatic affirmation emphasizing truth. Used for strong agreement. | [CORE] |
| bẹ́ẹ̀ ni | kì í ṣe bẹ́ẹ̀ | kì í ṣe bẹ́ẹ̀ | it is not so, that's not right | Negation of bẹ́ẹ̀ ni. Used to deny or correct statements. | [CORE] |
| bẹ́ẹ̀ ni | Bẹ́ẹ̀ ni gan-an | bẹ́ẹ̀ ni gan-an | That's exactly right, it is precisely so | Emphatic affirmation using gan-an (exactly, precisely) to stress complete agreement. | [CORE] |
| bẹ́ẹ̀ ni | Kì í ṣe bẹ́ẹ̀ | kì í ṣe bẹ́ẹ̀ | It is not so, that's not how it is | Emphatic negation (using kì í) denying that something is as stated. | [CORE] |
| bẹ́ẹ̀ ni | Ṣé bẹ́ẹ̀ ni? | ṣé bẹ́ẹ̀ ni? | Is that so? Is it like that? | Question form seeking confirmation whether something is as stated or claimed. | [CORE] |
| òtítọ́ ni | òtítọ́ ni gan-an | òtítọ́ ni gan-an | it is absolutely true, it is certainly truth | Emphatic affirmation of truth. The intensifier gan-an strengthens the assertion. | [CORE] |
| òtítọ́ ni | òtítọ́ ni mo sọ | òtítọ́ ni mo sọ | it is truth I speak, I am telling the truth | Emphasizes that the speaker is being truthful. Used to assert sincerity. | [CORE] |
| òtítọ́ ni | kì í ṣe òtítọ́ | kì í ṣe òtítọ́ | it is not truth, it is not true | Emphatic denial of truth. Used to reject false claims. | [CORE] |
| òtítọ́ ni | Òtítọ́ ni pé ó wá | òtítọ́ ni pé ó wá | It is true that he/she came, truly he/she came | Emphatic affirmation introducing a true statement using the complementizer pé. | [CORE] |
| òtítọ́ ni | Òtítọ́ ni mo sọ | òtítọ́ ni mo sọ | I spoke the truth, what I said is true | Affirms that one's statement was truthful, often in response to doubt or challenge. | [CORE] |
| ṣe déédé | ṣe é déédé | ṣe é déédé | do it correctly, do it properly | Imperative instruction to perform action correctly. Common in instructional contexts. | [CORE] |
| ṣe déédé | kò ṣe é déédé | kò ṣe é déédé | did not do it correctly, did not do it properly | Describes incorrect performance. Used in evaluations and corrections. | [CORE] |
| ṣe déédé | Ṣe é déédé | ṣe é déédé | Do it correctly, do it properly | Imperative directing someone to perform an action correctly or accurately. | [CORE] |
| ṣe déédé | Kò ṣe é déédé | kò ṣe é déédé | He/she didn't do it correctly, it wasn't done properly | Indicates that something was not performed correctly or accurately. | [CORE] |
| ṣe déédé | Ṣe é déédé bí mo ti sọ | ṣe é déédé bí mo ti sọ | Do it exactly as I said | Directs someone to perform an action precisely according to instructions. | [CORE] |
| déédé | déédé ni | déédé ni | exactly, precisely so | Emphatic affirmation of exactness or precision, confirming complete accuracy. | [CORE] |
| déédé | bí ó ṣe déédé | bí ó ṣe déédé | exactly as it should be | Emphasizes desire for complete accuracy or proper execution. | [CORE] |
| déédé | Déédé ni | déédé ni | Exactly, precisely so | Emphatic affirmation of exactness or precision, confirming complete accuracy. | [CORE] |
| déédé | Bí ó ṣe déédé ni mo fẹ́ ẹ | bí ó ṣe déédé ni mo fẹ́ ẹ | I want it exactly as it should be | Emphasizes desire for complete accuracy or proper execution. | [CORE] |
| àṣìṣe | ṣe àṣìṣe | ṣe àṣìṣe | to make a mistake, to commit an error | Standard expression for acknowledging that one has made an error. | [CORE] |
| àṣìṣe | kò ṣe àṣìṣe | kò ṣe àṣìṣe | did not make a mistake, there is no error | Denies that an error was made, affirming correctness. | [CORE] |
| àṣìṣe | rí àṣìṣe | rí àṣìṣe | to find an error, to discover a mistake | Indicates detection or discovery of an error in something. | [CORE] |
| àṣìṣe | ṣe àtúnṣe àṣìṣe | ṣe àtúnṣe àṣìṣe | to correct an error, to rectify a mistake | Describes correcting or fixing an error that was made. | [CORE] |
| àṣìṣe | jẹ́wọ́ àṣìṣe | jẹ́wọ́ àṣìṣe | to confess an error, to admit a mistake | Describes acknowledging or confessing that one has made an error. | [CORE] |
| àṣìṣe | kò sí àṣìṣe | kò sí àṣìṣe | there is no error, it is without mistake | Affirms absence of errors, indicating complete correctness. | [CORE] |
| àṣìṣe | àṣìṣe ńlá | àṣìṣe ńlá | big mistake, serious error | Emphasizes the magnitude or seriousness of an error. | [CORE] |
| àṣìṣe | Mo ṣe àṣìṣe | mo ṣe àṣìṣe | I made a mistake, I committed an error | Standard expression for acknowledging that one has made an error. | [CORE] |
| àṣìṣe | Kò ṣe àṣìṣe | kò ṣe àṣìṣe | He/she didn't make a mistake, there is no error | Denies that an error was made, affirming correctness. | [CORE] |
| àṣìṣe | Mo rí àṣìṣe nínú rẹ̀ | mo rí àṣìṣe nínú rẹ̀ | I found an error in it, I discovered a mistake | Indicates detection or discovery of an error in something. | [CORE] |
| àṣìṣe | Ó ṣe àtúnṣe àṣìṣe rẹ̀ | ó ṣe àtúnṣe àṣìṣe rẹ̀ | He/she corrected his/her error, the mistake was rectified | Describes correcting or fixing an error that was made. | [CORE] |
| àṣìṣe | Ó jẹ́wọ́ àṣìṣe rẹ̀ | ó jẹ́wọ́ àṣìṣe rẹ̀ | He/she confessed his/her error, he/she admitted the mistake | Describes acknowledging or confessing that one has made an error. | [CORE] |
| àṣìṣe | Kò sí àṣìṣe nínú rẹ̀ | kò sí àṣìṣe nín
