# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Yoruba (yo)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| olótítọ́ | olótítọ́ | oní-òtítọ́ (possessor-truth) | truthful person, honest person | Used to characterize persons who possess and demonstrate truthfulness as a character trait. | [CORE] |
| aláìtọ́ | aláìtọ́ | oní-àì-tọ́ (possessor-NEG-be.straight) | dishonest person, one who is incorrect | Used to characterize persons who habitually speak or act incorrectly or dishonestly. | [CORE] |
| tọ́ káàkiri | tọ́ káàkiri | tọ́-káàkiri (be.straight-all.around) | to be correct throughout, to be entirely accurate | Used to emphasize that something is correct in all respects or from all angles. | [CORE] |
| tọ́ lọ́nà | tọ́ lọ́nà | tọ́-ní-ọ̀nà (be.straight-in-way) | to be correct in method, to be right in approach | Used when evaluating whether a method or approach is the proper one for achieving a goal. | [CORE] |
| tọ́ lọ́wọ́ | tọ́ lọ́wọ́ | tọ́-ní-ọwọ́ (be.straight-in-hand) | to be correct in execution, to be right in practice | Used when evaluating whether practical execution or manual work is done correctly. | [MARGINAL] |
| tọ́ létí | tọ́ létí | tọ́-ní-etí (be.straight-at-ear) | to sound right, to ring true | Used when something sounds accurate or believable upon hearing, often in evaluating testimony or reports. | [CORE] |
| tọ́ lọ́kàn | tọ́ lọ́kàn | tọ́-ní-ọkàn (be.straight-in-heart) | to be sincere, to be true in heart | Used to evaluate whether someone's inner disposition matches their outward expression, assessing sincerity. | [CORE] |
| ẹlẹ́rọ́ | ẹlẹ́rọ́ | ẹni-tí-ó-ní-irọ́ (person-REL-3SG-have-lie) → oní-irọ́ | liar, one who lies | Used to characterize persons who habitually tell lies or who are currently lying. | [CORE] |
| oníròrọ́ | oníròrọ́ | oní-irọ́-irọ́ (possessor-lie-lie, reduplication) | habitual liar, chronic deceiver | Used to characterize persons whose lying is persistent and characteristic, emphasizing the habitual nature. | [CORE] |
| irọ́ ẹ̀tàn | irọ́ ẹ̀tàn | irọ́-ẹ̀tàn (lie-deception/trick) | deceitful lie, fraudulent falsehood | Used for lies intended to deceive for gain or to cause harm, emphasizing malicious intent. | [CORE] |
| irọ́ tí kò wúlò | irọ́ tí kò wúlò | irọ́-tí-kò-wúlò (lie-REL-NEG-be.useful) | useless lie, pointless falsehood | Used for lies that serve no purpose, often in moral evaluation of unnecessary deception. | [MARGINAL] |
| irọ́ funfun | irọ́ funfun | irọ́-funfun (lie-white) | white lie, harmless falsehood | Used for minor lies told to avoid hurting feelings or for social smoothness, borrowed concept but naturalized. | [CORE] |
| irọ́ dúdú | irọ́ dúdú | irọ́-dúdú (lie-black) | serious lie, malicious falsehood | Used for lies with serious consequences or malicious intent, contrasting with harmless lies. | [CORE] |
| pa irọ́ lé | pa irọ́ lé | pa-irọ́-lé (do-lie-on) | to lie about someone, to falsely accuse | Used when lies are told about a person, often with intent to damage reputation. | [CORE] |
| kò ṣe irọ́ | kò ṣe irọ́ | kò-ṣe-irọ́ (NEG-do-lie) | it is not a lie, it is true | Used to deny that something is false, affirming its truth in response to doubt or accusation. | [CORE] |
| ṣe irọ́ | ṣe irọ́ | ṣe-irọ́ (do-lie) | to be false, to constitute a lie | Used to characterize something as false or to indicate that something amounts to a lie. | [CORE] |
| máa purọ́ | máa purọ́ | máa-pa-irọ́ (HAB-do-lie) | to habitually lie, to be a liar | Used to characterize someone's habitual practice of lying, emphasizing the ongoing pattern. | [CORE] |
| àìpurọ́ | àìpurọ́ | àì-pa-irọ́ (NEG-do-lie) | not lying, truthfulness | Negative nominal form indicating the absence of lying or the practice of truthfulness. | [CORE] |
| purọ́ jẹ | purọ́ jẹ | pa-irọ́-jẹ (do-lie-eat/accept) | to lie successfully, to deceive effectively | Used when a lie is believed or when deception achieves its intended effect. | [MARGINAL] |
| irọ́ kọjá | irọ́ kọjá | irọ́-kọjá (lie-pass/exceed) | excessive lie, outrageous falsehood | Used for lies that are so extreme or obvious that they exceed normal bounds of credibility. | [CORE] |
