| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| אֱמוּנַת שָׁוְא / אמונת שווא | ʾemunat shaʾv | false belief, vain faith, misplaced trust; *ʾemuna* (faith, belief) + *shaʾv* (vain, empty, false) | false belief, vain faith, misplaced trust | Used in philosophical and religious discourse to describe belief or trust that is misplaced or unfounded — faith in something that does not merit it. Contrasts with *ʾemuna ʾamitit* (genuine faith). Used in critiques of superstition or ideological credulity. | [MARGINAL] |
| אֱמוּנָה עִוֶּרֶת / אמונה עיוורת | ʾemuna ʿiveret | blind faith; *ʾemuna* (faith, belief) + *ʿiveret* (blind, feminine adjective) | blind faith | Used in critical discourse — philosophical, journalistic, and everyday — to describe faith or trust that is held without examination or evidence. A common collocation in modern Hebrew discussions of religion, ideology, and authority. Carries a negative evaluative connotation. | [CORE] |
| אֱמוּנָה דָּתִית / אמונה דתית | ʾemuna datit | religious faith; *ʾemuna* (faith) + *datit* (religious, adjective from *dat*, religion/law) | religious faith | The standard collocation for religious faith or belief in modern Hebrew discourse. Used in sociological, philosophical, and everyday contexts to describe the domain of religious belief as distinct from other forms of trust or confidence. | [CORE] |
| מַשְׁבֵּר אֱמוּן / משבר אמון | mashber ʾemun | crisis of trust, confidence crisis; *mashber* (crisis) + *ʾemun* (trust, confidence) | crisis of trust, confidence crisis | Used in political and social discourse to describe a situation in which public trust in an institution, leader, or system has collapsed or is severely damaged. Common in journalistic and political commentary. | [CORE] |
| הַצְהָרַת אֱמוּנִים / הצהרת אמונים | hatshaʾrat ʾemunim | oath of allegiance, declaration of loyalty; *hatshaʾrat* (declaration of, construct form of *hatshaʾra*) + *ʾemunim* (loyalties, faithfulness) | oath of allegiance, declaration of loyalty | The standard term for an oath of allegiance or loyalty declaration, used in Israeli civic and military contexts. New citizens, soldiers, and public officials take a *hatshaʾrat ʾemunim* to the state. A formal institutional use of the root. | [CORE] |
| אֱמוּן הַצִּבּוּר / אמון הציבור | ʾemun ha-tsibbur | public trust, public confidence; *ʾemun* (trust) + *ha-tsibbur* (the public) | public trust, public confidence | A fixed phrase used in political, legal, and journalistic discourse to describe the trust that the public places in institutions, officials, or systems. Erosion of *ʾemun ha-tsibbur* is a standard topic in Israeli public discourse about governance and media. | [CORE] |
| אמון ציבורי | ʾimun tsiburi | public trust, public confidence; ʾimun (root א-מ-נ, "trust") + tsiburi ("public") | public trust; public confidence | A fixed collocation used in political, journalistic, and institutional discourse to evaluate whether citizens trust government bodies, public figures, or institutions. | [CORE] |
| אמון בית משפט | ʾimun beyt mishpat | the court's trust, judicial confidence; ʾimun (root א-מ-נ, "trust") + beyt mishpat ("court of law") | the court's trust; judicial confidence | Used in legal discourse to describe the degree to which a court places confidence in a witness, expert, or piece of evidence, e.g., *ha-ʿed zakaʾh be-ʾimun beyt ha-mishpat* ("the witness earned the court's trust"). | [CORE] |
| שבועת נאמנות | shevaʿat neʾemanut | oath of allegiance, loyalty oath; shevaʿah ("oath") + neʾemanut (root א-מ-נ, "faithfulness") | oath of allegiance; loyalty oath | A fixed legal and civic expression for the formal oath sworn by public officials, new citizens, or military personnel affirming their loyalty to the state or institution. | [CORE] |
| נאמן בית | neʾeman bayit | trusted household steward; majordomo; trusted aide; neʾeman (root א-מ-נ, "trusted one") + bayit ("house") | trusted household steward; majordomo; trusted aide | A biblical and literary expression for a trusted household manager or personal aide; also used in modern Hebrew for a trusted personal assistant or steward in institutional contexts. | [CORE] |
| נאמן לעדות | neʾeman le-ʿedut | competent to testify; admissible as a witness; neʾeman (root א-מ-נ, "reliable") + le-ʿedut ("for testimony") | competent to testify; admissible as a witness | A legal term in both halakhic and Israeli civil law indicating that a person meets the criteria to serve as a valid witness, e.g., in matters of contract, marriage, or criminal proceedings. | [CORE] |
| אמינות מקורות | ʾaminut meqorot | source credibility, reliability of sources; ʾaminut (root א-מ-נ, "credibility") + meqorot ("sources") | source credibility; reliability of sources | Used in journalistic, academic, and intelligence contexts to evaluate whether the sources cited in a report or study are trustworthy and dependable. | [CORE] |
| אמינות עד | ʾaminut ʿed | witness credibility; ʾaminut (root א-מ-נ, "credibility") + ʿed ("witness") | witness credibility | A standard legal term used in Israeli court proceedings and legal scholarship to refer to the assessment of whether a witness's testimony is believable and reliable. | [CORE] |
| בר-אמן | bar-ʾaman | trustworthy person, reliable individual; bar ("son of, one who has a quality," Aramaic) + ʾaman (root א-מ-נ, "trust") | trustworthy person; reliable individual | Used in rabbinic and halakhic literature to designate a person who is trusted in a specific domain, e.g., *bar-ʾaman be-ʿisur ve-heter* ("trusted in matters of religious law"). Occasionally appears in modern legal Hebrew. | [MARGINAL] |
| אמן / אומן | ʾoman / ʾomman | craftsman, artisan, artist; root א-מ-נ; noun pattern; also intensive noun pattern (Aramaic influence), "master craftsman, expert" | artisan; craftsman; artist; master craftsman; expert practitioner | Used to describe a skilled practitioner of a craft or art, e.g., *ʾoman tsayar* ("a painter-artist"). The connection to the root is through the sense of mastery and reliable skill. The intensive form *ʾumman* is used in rabbinic literature and occasionally in modern Hebrew to designate a master of a craft or trade, with emphasis on expert skill. | [CORE] |
| אמנות / אומנות | ʾomanut | art, craft, artistry; root א-מ-נ; abstract noun from *ʾoman* | art; artistry; craft | The standard modern Hebrew word for art in all its forms — visual art, performing arts, literary arts — and also for skilled craftsmanship. Used in aesthetic, cultural, and educational discourse. | [CORE] |
| אמנותי / אומנותי | ʾomanuti | artistic; of art; root א-מ-נ; adjectival form from *ʾomanut* | artistic; of art | Used to describe works, persons, or activities as belonging to or characteristic of art, e.g., *yetsirah ʾomanutit* ("an artistic creation"), *ʾifrut ʾomanutit* ("artistic freedom"). | [CORE] |
| אמן קרקס | ʾoman qerqes | circus performer, acrobat; ʾoman (root א-מ-נ, "skilled practitioner") + qerqes ("circus") | circus performer; acrobat | Used in everyday speech to describe a circus performer or acrobat; also used figuratively to describe someone performing elaborate or implausible maneuvers, e.g., in political or | [CORE] |
