| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| totta kai | N/A | of course; certainly; naturally (totta, partitive of tosi: of truth + kai, particle: presumably, of course/surely/indeed) | of course; certainly; naturally | Very common colloquial affirmative expression. Used to confirm something as obvious or expected (*totta kai tulen* — "of course I'll come"). Extremely common in everyday spoken Finnish. | [CORE] |
| totta puhuen | N/A | to tell the truth; truthfully speaking; frankly (totta, partitive of tosi + puhuen, adverbial participle of puhua, to speak) | to tell the truth; truthfully speaking; frankly | Fixed adverbial phrase used to introduce a candid or frank statement (*totta puhuen, en tiedä* — "to tell the truth, I don't know"). Common in spoken and written Finnish. | [CORE] |
| totta tosiaan | N/A | indeed; truly; that's really true (totta, partitive of tosi + tosiaan, adverbial form of tosi, "truly indeed") | indeed; truly; that's really true | Used in everyday speech to emphatically confirm or agree with something just said. Carries a tone of mild surprise or emphasis. | [CORE] |
| tosi asia | N/A | a true matter; a fact; the real thing (tosi + asia, matter, thing, fact) | a true matter; a fact; the real thing | Collocation used to assert that something is a genuine fact or a real concern (*se on tosi asia* — "that is a real fact; that is genuinely the case"). | [CORE] |
| tosiasia | N/A | fact; reality; actual fact (tosi, "true, real" + asia, "matter, thing, fact") | fact; reality; actual fact | Refers to an established or undeniable fact. Used across journalistic, legal, scientific, and everyday contexts (*tosiasiat puhuvat puolestaan* — "the facts speak for themselves"). | [CORE] |
| tosiasiassa | N/A | in fact; in reality; actually (tosi + asia, "matter, thing" + inessive case -ssa, "in") | in fact; in reality; actually | Used in written and spoken Finnish to contrast appearance with reality, or to introduce a corrective statement. Common in journalistic, academic, and administrative prose. | [CORE] |
| tosiasiallinen | N/A | factual; actual; de facto (tosiasia + -llinen, adjectival suffix) | factual; actual; de facto | Used in legal and administrative language to describe a situation that exists in fact, regardless of formal or legal status (*tosiasiallinen tilanne* — "the actual/de facto situation"). | [CORE] |
| tosiasiallisesti | N/A | factually; actually; de facto (tosiasiallinen + adverbial -sti) | factually; actually; de facto | Adverbial form of *tosiasiallinen*, used in legal and administrative texts to indicate that something is the case in practice or in fact. | [CORE] |
| tosiasiallisuus | N/A | factuality; actual state of affairs; de facto character (tosiasiallinen + -uus) | factuality; actual state of affairs; de facto character | Abstract noun used in legal and philosophical contexts to refer to the quality of being factually the case, as opposed to being merely formal or nominal. | [CORE] |
| tosiasiat | N/A | the facts; facts (tosiasia + plural nominative -t) | the facts; facts | Plural form used in discourse about evidence, reality, or empirical matters. Common in legal argumentation and journalism (*pitäytyä tosiasioissa* — "to stick to the facts"). | [CORE] |
| tosiasioiden vääristely | N/A | distortion of facts; misrepresentation of facts (tosiasioiden, genitive plural of tosiasia + vääristely, "distortion") | distortion of facts; misrepresentation of facts | A fixed collocation used in legal, journalistic, and political contexts to describe deliberate misrepresentation of factual matters. | [CORE] |
| tosiasia on, että | N/A | the fact is that; the truth is that; it is a fact that (tosiasia + on, is + että, that) | the fact is that; the truth is that; it is a fact that | Very common discourse marker used to introduce a factual claim that the speaker presents as incontrovertible. Used across registers from everyday speech to formal writing. | [CORE] |
| tosiseikka | N/A | fact; factual circumstance; matter of fact (tosi + seikka, fact, circumstance, detail) | fact; factual circumstance; matter of fact | Used in legal and formal contexts to refer to a factual circumstance as distinct from a legal conclusion or opinion (*oikeudenkäynnin tosiseikat* — "the facts of the case"). | [CORE] |
| tosipohjainen | N/A | fact-based; grounded in fact; evidence-based (tosi + pohjainen, based on, grounded in, from pohja, base/bottom) | fact-based; grounded in fact; evidence-based | Used in journalistic, political, and scientific discourse to describe reporting, policy, or argument that is grounded in verified facts (*tosipohjainen journalismi* — "fact-based journalism"). | [CORE] |
| tosimaailma | N/A | the real world; the actual world (tosi + maailma, world) | the real world; the actual world | Used in everyday and philosophical contexts to contrast actual reality with hypothetical, fictional, or ideal scenarios (*tosimaailmassa asiat ovat toisin* — "in the real world, things are different"). | [CORE] |
| tosielämä | N/A | real life; actual life (tosi + elämä, life) | real life; actual life | Used to contrast lived reality with fiction, theory, or idealized scenarios (*tosielämässä tämä ei toimi* — "in real life this doesn't work"). Also appears in compound *tosielämätarina* (real-life story). | [CORE] |
