| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| cheqanchakuy | cheqanchakuy | cheqa + -ncha- (causative verbalizer) + -ku- (reflexive/middle) + -y (infinitive) | to verify for oneself, to confirm on one's own behalf, to assure oneself of the truth | Used when a person checks or confirms something for their own satisfaction or on their own initiative, rather than on behalf of another. Attested in administrative and everyday contexts. | [CORE] |
| cheqanchasqa | cheqanchasqa | cheqa + -ncha- + -sqa (past participial) | verified, officially confirmed, certified | Used in administrative and legal contexts to describe a document, claim, or fact that has been formally verified or certified. Participial form of *cheqanchay*. | [CORE] |
| cheqachikuy | cheqachikuy | cheqa + causative -chi- + reflexive -ku- + infinitive -y; "to verify for oneself, to confirm oneself, to prove oneself" | to verify for oneself, to confirm, to prove oneself (to be genuine) | Used in contexts where a person establishes their own credibility or verifies something personally. The reflexive *-ku* marks the action as self-directed. Appears in legal and interpersonal contexts. | [CORE] |
| cheqaq runa | cheqaq runa | cheqaq (truthful, genuine) + runa (person, human being) | a truthful person, a genuine person, a person of integrity, an upright person | Used in moral characterization of a person as honest and authentic. Common in everyday moral discourse and in narrative characterization. A standard collocation in moral discourse across Southern Quechua varieties. | [CORE] |
| cheqa runa | cheqa runa | cheqa (true/genuine) + runa (person); "a true/genuine person" | an upright person, a person of integrity, a genuine person | Used in moral evaluation of persons to characterize someone as honest, upright, and authentic. Appears in moral discourse and in discussions of what constitutes a proper or complete human being in a cultural or ontological sense. | [CORE] |
| cheqa kay | cheqa kay | cheqa (true, real) + kay (to be, being) | truth, reality, genuineness, the state of being true | Used as a nominalized expression for the abstract concept of truth or reality. Appears in philosophical, religious, and pedagogical discourse. | [CORE] |
| cheqa kaynin | cheqa kaynin | cheqa (true) + kay (being) + -nin (third-person possessive) | its true nature, its genuine being, its reality, what it truly is | Used to refer to the essential or genuine nature of something, as opposed to its appearance or representation. Appears in philosophical and religious discourse. | [CORE] |
| cheqa willakuy | cheqa willakuy | cheqa (true) + willakuy (narrative, account, story told) | true account, truthful narrative, accurate report | Used to characterize a narrative or report as factually accurate, as opposed to a fabricated or distorted account. Relevant in oral history and testimonial contexts. | [CORE] |
| cheqa willay | cheqa willay | cheqa (true) + willay (to inform, to report, to tell); "to report truly, truthful report" | to report truthfully, a truthful account, honest information | Used in contexts of reporting or informing where the accuracy and honesty of the report is emphasized. *Willay* (to inform/report) is the standard verb for conveying information to another. Appears in legal testimony and journalistic contexts. | [CORE] |
| cheqa unanchay | cheqa unanchay | cheqa (true, correct) + unanchay (to interpret a sign, to understand a symbol, to read an omen) | correct interpretation, true reading (of a sign or symbol) | Used in contexts of correctly interpreting signs, omens, or symbols. Attested in traditional and religious discourse where the accurate reading of signs is at issue. | [UNCERTAIN] |
| cheqa iñiy | cheqa iñiy | cheqa (true) + iñiy (belief/faith); "true belief, true faith" | true faith, genuine belief, sincere trust | Used extensively in Christian missionary and catechetical Quechua to distinguish orthodox faith from false or superficial belief. Also appears in pre-Christian religious contexts in colonial documents. | [CORE] |
| cheqa sutiy | cheqa sutiy | cheqa (true/real) + suti (name) + -y (first-person possessive or infinitive); "true name, real name" | true name, real name, proper name | Used to refer to the genuine or proper name of a person or thing, as opposed to a nickname, alias, or mistaken identification. Appears in legal and administrative contexts and in discussions of identity. | [CORE] |
| cheqa yuyay | cheqa yuyay | cheqa ("true") + yuyay ("thought, mind, memory, opinion"); "true thought, correct opinion" | correct understanding, true opinion, sound judgment | Used in philosophical and ethical discourse to describe correct or sound thinking, as opposed to mistaken or confused thought. Appears in educational and religious contexts. | [CORE] |
| cheqapuni | cheqapuni | cheqa (true) + emphatic -puni (definitely, absolutely, without exception); "absolutely true, certainly real" | absolutely true, certainly real, definitely correct | Used to assert truth or genuineness with strong emphasis and without qualification. The suffix *-puni* adds a sense of incontrovertibility. Appears in emphatic assertions in everyday and formal speech. | [CORE] |
| cheqataq | cheqataq | cheqa (true) + contrastive/additive -taq; "and indeed true, but truly" | and indeed, but truly | | |
