| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| உண்மை வரலாறு | uṇmai varalāṟu | *uṇmai* + *varalāṟu* (history) | the true history, the real history, the actual historical record | Used in historical, political, and journalistic contexts to distinguish an accurate account from a distorted or official narrative. | [CORE] |
| உண்மைப் படம் | uṇmaip paṭam | *uṇmai* + *paṭam* (film, picture, image) | true story film, based-on-fact film, documentary-style film | Used in film and media contexts to describe films based on true events or real stories; common in Tamil film publicity and criticism. | [CORE] |
| உண்மைக் கதை | uṇmaik katai | *uṇmai* + *katai* (story, narrative) | true story, factual narrative | Used in literary and media contexts to distinguish narratives based on real events from fictional ones; appears in book titles, film descriptions, and journalism. | [CORE] |
| உண்மை அன்பு | uṇmai aṉpu | *uṇmai* + *aṉpu* (love, affection) | true love, genuine affection | Used in literary, poetic, devotional, and everyday contexts to characterize love or affection as genuine rather than feigned; extremely common in Tamil popular culture and literature. | [CORE] |
| உண்மையான அன்பு | uṇmaiyāna aṉpu | *uṇmaiyāna* (true, genuine) + *aṉpu* (love, affection) | true love, genuine affection | Common in everyday speech, literature, and popular culture to evaluate the authenticity of emotional attachment. Appears in songs, films, and moral discourse. | [CORE] |
| உண்மை நண்பன் | uṇmai naṇpaṉ | *uṇmai* + *naṇpaṉ* (friend, male) | true friend, genuine friend | Used in everyday and literary Tamil to describe a friend who is genuinely loyal and trustworthy, as opposed to a superficial or fair-weather friend. Appears in proverbs and moral discourse. | [CORE] |
| உண்மையான நண்பன் | uṇmaiyāna naṇpaṉ | *uṇmaiyāna* (true, genuine) + *naṇpaṉ* (friend) | a true friend, a genuine friend | A very common collocation in everyday speech and proverbs evaluating the authenticity of friendship. Appears in moral instruction and popular discourse. | [CORE] |
| உண்மை நண்பி | uṇmai naṇpi | *uṇmai* + *naṇpi* (friend, female) | true friend (female) | The feminine counterpart of *uṇmai naṇpaṉ*, used in the same evaluative contexts. Common in everyday speech and popular narrative. | [CORE] |
| உண்மையான முகம் | uṇmaiyāna mukam | *uṇmaiyāna* (true, genuine) + *mukam* (face) | the true face, the real face, one's true nature | Used figuratively to describe a person's or institution's actual character as opposed to the face they present publicly. Common in political and moral discourse. | [CORE] |
| உண்மையான விலை | uṇmaiyāna vilai | *uṇmaiyāna* (true, genuine) + *vilai* (price, value) | the true price, the real value, the actual cost | Used in commercial, economic, and evaluative contexts to distinguish the actual price or value of something from a stated or apparent one. | [CORE] |
| உண்மையான காரணம் | uṇmaiyāna kāraṇam | *uṇmaiyāna* (true, genuine) + *kāraṇam* (reason, cause) | the real reason, the true cause | Used in analytical, journalistic, and everyday contexts to distinguish the actual cause of something from stated or apparent reasons. | [CORE] |
| உண்மை வழி | uṇmai vaḻi | *uṇmai* + *vaḻi* (way, path) | the path of truth, the way of truth | Used in moral, religious, and philosophical contexts to describe a life or conduct oriented toward truth. Appears in classical literature and religious discourse, and in Tamil devotional literature and ethical instruction. | [CORE] |
| உண்மையான மனிதன் | uṇmaiyāna maṉitaṉ | *uṇmaiyāna* (true/genuine) + *maṉitaṉ* (human being, man) | a genuine person, a person of integrity, a real human being | Used in moral and literary evaluation to describe a person of authentic character and integrity; common in Tamil literature and everyday moral discourse. | [CORE] |
| உண்மைப் பொருள் | uṇmaip poruḷ | *uṇmai* + *poruḷ* (meaning, substance, thing, wealth) | true meaning, real substance, genuine import | Used in literary criticism and philosophical writing to refer to the deeper or real meaning of a text or statement, as opposed to its surface or apparent meaning. | [MARGINAL] |
| உண்மை உணர்வு | uṇmai uṇarvu | *uṇmai* + *uṇarvu* (feeling, sense, awareness) | sense of truth, feeling for what is real, truthful sensibility | Used in literary criticism and philosophical writing to describe a person's or work's orientation toward or sensitivity to truth and reality. | [MARGINAL] |
