| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| ***Bukan salah saya* denial** | *Bukan salah saya kalau informasinya tidak akurat.* | N/A | "It is not my fault if the information is inaccurate." | *Bukan salah* + possessive (not [someone's] fault) is a standard construction for deflecting blame. Common in interpersonal and institutional discourse. | [CORE] |
| ***Siapa yang salah* interrogative** | *Siapa yang salah dalam kasus ini masih diperdebatkan.* | N/A | "Who is at fault in this case is still being debated." | *Siapa yang salah* (who is wrong/at fault) is a standard interrogative frame used in legal, journalistic, and interpersonal contexts to open the question of culpability. *Yang salah* (the one who is wrong/at fault) is a productive relative-clause construction that can be nominalized. Common in news reporting and legal commentary. | [CORE] |
| ***Salah besar* intensified error** | *Salah besar jika kita mengabaikan masalah ini.* | N/A | "It would be a serious mistake to ignore this problem." | *Salah besar* (a big/serious mistake) is a fixed intensified construction used in moral, political, and practical discourse to characterize an error as grave or consequential. Common in editorial and advisory writing. | [CORE] |
| ***Tidak ada yang salah dengan*** | *Tidak ada yang salah dengan pendekatan itu.* | N/A | "There is nothing wrong with that approach." | *Tidak ada yang salah dengan* (there is nothing wrong with) is a standard construction for defending a practice or position against implied criticism. Common in argumentative and advisory discourse. | [CORE] |
| ***Salah* + verb (pre-verbal modifier)** | *Ia salah mengerti maksud saya.* | N/A | "He misunderstood my meaning." | *Salah* + verb (to wrongly/mistakenly do something) is a productive construction where *salah* functions as a pre-verbal modifier meaning "wrongly" or "mistakenly." *Salah mengerti* (to misunderstand), *salah membaca* (to misread), *salah mengira* (to mistakenly think) are all attested. Common across registers. | [CORE] |
| ***Salah langkah*** | *Salah langkah bisa berakibat fatal.* | N/A | "A wrong step could have fatal consequences." | *Salah langkah* (wrong step, misstep) is a fixed compound used in practical, political, and moral discourse to describe a consequential error in judgment or action. Common in advisory and journalistic writing. | [CORE] |
| ***Bukan salah satu* (partitive negation)** | *Itu bukan salah satu alasan yang saya maksud.* | N/A | "That is not one of the reasons I meant." | *Salah satu* (one of) in its grammaticalized partitive use, combined with negation. The truth-evaluative meaning of *salah* is absent in this construction. | [CORE] |
| ***Salah satu* (partitive)** | *Salah satu dari mereka.* | N/A | "One of them." | The construction *salah satu* (literally "one wrong" or "one of") is a fully grammaticalized quantifier meaning "one of (a set)." The truth-evaluative meaning of *salah* is absent in this construction. | [CORE] |
| ***Salah paham*** | *Salah paham.* | N/A | "Misunderstanding. / To misunderstand." | A fixed compound construction (*salah* + *paham*, "understanding") meaning "misunderstanding." Functions as both a noun and a verb (*terjadi salah paham*, "a misunderstanding occurred"; *saya salah paham*, "I misunderstood"). Extremely common across all registers. | [CORE] |
| ***Salah kaprah*** | *Salah kaprah.* | N/A | "A widespread misconception. / A commonly accepted error." | A fixed idiomatic construction meaning a mistaken belief or practice that has become so widespread it is accepted as correct. *Kaprah* means "common, widespread." Used in journalistic, educational, and analytical discourse to identify entrenched errors. | [CORE] |
| ***Salah sasaran*** | *Salah sasaran.* | N/A | "Off-target. / Misdirected. / Hitting the wrong target." | A fixed construction (*salah* + *sasaran*, "target") meaning that an action, policy, or criticism is directed at the wrong target or fails to address the right issue. Common in journalistic and policy discourse. | [CORE] |
| ***Salah tafsir*** | *Salah tafsir.* | N/A | "Misinterpretation. / To misinterpret." | A fixed construction (*salah* + *tafsir*, "interpretation") meaning misinterpretation. Used in legal, religious, and academic contexts to describe incorrect readings of texts, laws, or statements. | [CORE] |
| ***Bukan salah saya* (standalone)** | *Bukan salah saya.* | N/A | "It's not my fault. / I'm not to blame." | A fixed denial-of-responsibility construction. *Bukan salah* + possessive is a standard formula for disclaiming fault. Extremely common in everyday, legal, and journalistic registers. | [CORE] |
| ***Mengakui kesalahan*** | *Mengakui kesalahan.* | N/A | "To admit one's mistake. / To acknowledge wrongdoing." | A stable verb-object construction (*mengakui* "to admit/acknowledge" + *kesalahan* "mistake/fault") used in moral, legal, and political discourse. *Mengakui kesalahan* is a standard formula in apologies, confessions, and accountability discourse. | [CORE] |
| ***Salah dalam bertindak*** | *Salah dalam bertindak.* | N/A | "Wrong in one's actions. / Mistaken in acting." | A predicative construction using *salah* as a predicate adjective followed by a prepositional phrase specifying the domain of error. Syntactically productive; the pattern *salah dalam* + verbal noun is common in moral and legal evaluation. | [CORE] |
| ***Salah alamat*** | *Salah alamat.* | N/A | "Wrong address. / Barking up the wrong tree. / You've got the wrong person/place." | A fixed construction (*salah* + *alamat*, "address") used both literally (wrong address) and figuratively (directing a complaint, accusation, or request to the wrong person or place). The figurative use is common in everyday and journalistic registers. | [CORE] |
| ***Itu bukan salah saya*** | *Itu bukan salah saya.* | N/A | "That is not my fault. / That is not my mistake." | A denial-of-responsibility construction using *bukan salah* + possessive to reject attribution of fault. *Bukan salah saya* is a fixed unit in interpersonal and legal discourse. The construction *bukan salah X* (not X's fault) is fully productive with any possessive. | [CORE] |
| ***Tidak ada salahnya mencoba*** | *Tidak ada salahnya mencoba.* | N/A | "There is no harm in trying. / It is not wrong to try." | A permission-granting construction using *tidak ada salahnya* + infinitive to suggest that a proposed action is unobjectionable. *Tidak ada salahnya* is a fixed unit; the following verb phrase is open. Common in motivational and advisory discourse. | [CORE] |
| ***Jangan salahkan diri sendiri*** | *Jangan salahkan diri sendiri.* | N/A | "Don't blame yourself." | An imperative construction using *jangan* (don't) + *salahkan* (blame) + reflexive *diri sendiri* (oneself). A common expression in interpersonal and psychological discourse. The construction *jangan salahkan* + object is fully productive. | [CORE] |
| ***Kalau salah, harus diakui*** | *Kalau salah, harus diakui.* | N/A | "If wrong, it must be acknowledged. / If mistaken, one must admit it." | A conditional moral construction used in ethical and interpersonal discourse to assert the obligation to acknowledge error. *Kalau salah* (if wrong) is a fixed conditional opener in moral argumentation. | [CORE] |
| ***Itu salah besar*** | *Itu salah besar.* | N/A | "That is a serious mistake. / That is gravely wrong." | An intensified error-evaluation construction using *salah* + *besar* (big, great) to characterize an error or moral wrong as serious. *Salah besar* is a fixed evaluative unit used in moral, legal, and everyday discourse. | [CORE] |
| ***Bukan berarti dia salah*** | *Bukan berarti dia salah.* | N/A | "That does not mean he is wrong. / It does not follow that he is at fault." | A logical-denial construction using *bukan berarti* (does not mean) + *salah* to block an inference from a prior claim to a conclusion of fault or error. Common in argumentative and legal discourse. | [CORE] |
| ***Asli atau palsu* binary** | *Apakah dokumen ini asli atau palsu?* | N/A | "Is this document genuine or fake?" | *Asli atau palsu* (genuine or fake) is the standard binary opposition used in legal, commercial, and administrative contexts to frame the question of authenticity. The pairing is stable and highly frequent. | [CORE] |
| ***Dijamin asli*** | *Barang ini dijamin asli.* | N/A | "This item is guaranteed to be genuine." | *Dijamin asli* (guaranteed genuine) is a common commercial formula used in retail and online commerce to assert authenticity. The passive *dijamin* (guaranteed) combined with *asli* is a stable collocation in commercial language. | [CORE] |
| ***[Ethnonym] + asli* identity** | *Ia orang Jawa asli.* | N/A | "He is a genuine/native Javanese person." | *[Ethnonym/origin] + asli* is a construction used to assert that a person is a native or authentic member of an ethnic, regional, or national group, as opposed to someone with partial or adopted affiliation. Common in identity and demographic discourse. | [CORE] |
| ***Versi aslinya* + contrast** | *Versi aslinya berbeda dari yang beredar sekarang.* | N/A | "The original version differs from what is currently circulating." | *Versi aslinya* (the original version of it) is a common construction in journalistic, legal, and academic contexts to distinguish an original document, text, or recording from later versions or copies. | [CORE] |
| ***Bukan [noun] asli* negation** | *Produk ini bukan produk asli.* | N/A | "This product is not a genuine product." | *Bukan [noun] asli* (not a genuine [noun]) is a standard negation construction used in commercial and legal contexts to identify counterfeit or inauthentic goods. Common in consumer protection and legal discourse. | [CORE] |
| ***[Document noun] + asli* administrative** | *Sertifikat asli harus diserahkan kepada panitia.* | N/A | "The original certificate must be submitted to the committee." | *[Document noun] + asli* (original [document]) is a standard administrative construction distinguishing the original document from copies (*salinan* or *fotokopi*). Extremely common in administrative and legal language. | [CORE] |
| ***Dijamin asli* (standalone)** | *Dijamin asli.* | N/A | "Guaranteed genuine. / Authenticity guaranteed." | A fixed commercial formula used in product marketing and sales to assert that a product is genuine. *Dijamin* (guaranteed) + *asli* is a stable collocation in Indonesian commercial discourse, appearing on product labels, advertisements, and market stalls. | [CORE] |
| ***Asli atau palsu* (standalone interrogative)** | *Asli atau palsu?* | N/A | "Genuine or fake? / Real or counterfeit?" | A fixed binary interrogative formula used in commercial, legal, and forensic contexts to frame the question of authenticity. | [CORE] |
